step,loss,wallclock_s,wallclock_h,tokens_seen,bits_per_base,total_flops,smooth_5k,smooth_10k,smooth_50k
3800,4.5624,5242.567563905329,1.4562687677514803,38912000,1.645537963637952,305171517358080000,4.597028712871287,4.655291477272727,4.082352951388889
3850,4.517,5310.9710375192235,1.4752697326442288,39424000,1.629163374923862,309186932060160000,4.589415841584159,4.652808474576271,4.081560485268631
3900,4.4746,5379.751263204339,1.494375350890094,39936000,1.6138708074904389,313202346762240000,4.582585148514851,4.650219101123596,4.080665224913495
3950,4.4746,5448.411582367541,1.5134476617687613,40448000,1.6138708074904389,317217761464320000,4.574743564356436,4.647379329608938,4.079755440414507
4000,4.5691,5517.04429014234,1.5325123028173167,40960000,1.6479544778314406,321233176166400000,4.567266336633663,4.6443972222222225,4.0790222413793105
4050,4.5043,5585.575945877851,1.5515488738549585,41472000,1.6245828181690394,325248590868480000,4.560063366336633,4.641048618784531,4.078133046471601
4100,4.5062,5654.319232666251,1.5706442312961808,41984000,1.6252680983134618,329264005570560000,4.551573267326733,4.638065934065934,4.077320790378007
4150,4.5214,5722.961141769348,1.5897114282692633,42496000,1.6307503394688398,333279420272640000,4.544349504950495,4.635711475409836,4.076581303602058
4200,4.528,5791.732129009106,1.6088144802803073,43008000,1.6331307862863065,337294834974720000,4.536442574257426,4.632973913043479,4.07567448630137
4250,4.4855,5860.217950303916,1.6278383195288655,43520000,1.6178021514768615,341310249676800000,4.529387128712872,4.6300118918918916,4.074826666666667
4300,4.4581,5928.813877420744,1.6468927437279843,44032000,1.607919690446772,345325664378880000,4.523138613861386,4.627331720430107,4.073882423208191
4350,4.5163,5997.391428987848,1.6659420636077353,44544000,1.6289109032917064,349341079080960000,4.516554455445545,4.624632620320855,4.073013798977854
4400,4.5573,6065.868090750587,1.6849633585418298,45056000,1.6436985274608182,353356493783040000,4.509566336633663,4.622020212765958,4.072227210884354
4450,4.4208,6134.509999853683,1.704030555514912,45568000,1.5944665591904823,357371908485120000,4.504273267326733,4.6197,4.071525466893038
4500,4.4657,6203.188738954957,1.7231079830430438,46080000,1.6106608110244611,361387323187200000,4.499165346534654,4.617337894736842,4.0707647457627125
4550,4.5014,6271.747924814626,1.742152201337396,46592000,1.623536864264395,365402737889280000,4.49239801980198,4.614721465968587,4.069895600676819
4600,4.4144,6340.37143372764,1.7612142871465666,47104000,1.59215824712506,369418152591360000,4.487806930693069,4.611705729166666,4.069247972972974
4650,4.4496,6409.004141502439,1.780278928195122,47616000,1.604853963484883,373433567293440000,4.480515841584158,4.609239896373057,4.068474198988196
4700,4.4354,6477.655254401339,1.7993486817781499,48128000,1.599732396089727,377448981995520000,4.474319801980198,4.60660412371134,4.067716161616161
4750,4.4108,6546.122759081735,1.8183674330782598,48640000,1.5908598215882601,381464396697600000,4.469205940594059,4.604360512820513,4.066793613445379
4800,4.477,6614.875276874135,1.8374653546872597,49152000,1.6147364245149725,385479811399680000,4.464886138613861,4.601541836734694,4.066015100671142
4850,4.4733,6683.333626920933,1.8564815630335925,49664000,1.6134019316021502,389495226101760000,4.458798019801979,4.598951269035533,4.065228810720268
4900,4.3676,6751.810288683672,1.8755028579676867,50176000,1.5752787151466594,393510640803840000,4.453026732673267,4.596295454545455,4.064371404682274
4950,4.4439,6820.498241460705,1.8945828448501958,50688000,1.6027981230516162,397526055505920000,4.4480168316831685,4.593423618090452,4.063530217028381
5000,4.4884,6888.919997440927,1.9135888881780352,51200000,1.618848105381506,401541470208000000,4.442076237623763,4.590902,4.062655333333334
5050,4.4336,6957.396659203666,1.9326101831121294,51712000,1.5990831833213273,405556884910080000,4.436238613861386,4.5883258706467664,4.061854742096505
5100,4.3689,7026.047772102566,1.9516799366951574,52224000,1.575747591034948,409572299612160000,4.431337623762377,4.567609452736319,4.0610983388704325
5150,4.5014,7094.827997787682,1.9707855549410227,52736000,1.623536864264395,413587714314240000,4.42640594059406,4.55372487562189,4.060253565505805
5200,4.4048,7163.488316950884,1.98985786581969,53248000,1.5886957790269265,417603129016320000,4.422312871287129,4.541186567164179,4.059504801324503
5250,4.3579,7231.873517965977,2.008853754990549,53760000,1.5717801796725035,421618543718400000,4.4168,4.5299477611940295,4.0586831404958685
5300,4.461,7300.276991579872,2.027854719883298,54272000,1.6089656443514166,425633958420480000,4.4107326732673275,4.519071641791045,4.057837788778878
5350,4.3214,7368.525458655318,2.0468126274042553,54784000,1.5586155874243917,429649373122560000,4.404937623762377,4.509577611940298,4.056970181219111
5400,4.4,7437.029606367387,2.065841557324274,55296000,1.58696454497786,433664787824640000,4.399641584158416,4.500876616915423,4.056185526315789
5450,4.3369,7505.708345468661,2.084918984852406,55808000,1.5642060307078365,437680202526720000,4.395160396039604,4.492958208955224,4.05551986863711
5500,4.3474,7574.221660067885,2.103950461129968,56320000,1.56799310519017,441695617228800000,4.389320792079208,4.4849174129353235,4.054692131147541
5550,4.394,7642.826778652904,2.1230074385146955,56832000,1.5848005024165264,445711031930880000,4.38591386138614,4.477230348258707,4.053950736497544
5600,4.3216,7711.385964512572,2.142051656809048,57344000,1.5586877221764361,449726446632960000,4.381856435643565,4.469160199004975,4.0531977124183
5650,4.388,7779.935971206909,2.1610933253352527,57856000,1.582636459855193,453741861335040000,4.37830891089109,4.461151243781095,4.052482871125612
5700,4.3427,7848.7161968920245,2.180198943581118,58368000,1.5662979385171254,457757276037120000,4.374052475247525,4.453613432835821,4.051734201954397
5750,4.3614,7917.358105995121,2.1992661405542004,58880000,1.5730425378332813,461772690739200000,4.3688861386138615,4.446942786069651,4.050813821138211
5800,4.2905,7985.99081376992,2.2183307816027558,59392000,1.5474707682335243,465788105441280000,4.364547524752476,4.439910945273632,4.049928246753247
5850,4.3087,8054.458318450316,2.2373495329028654,59904000,1.5540350306695692,469803520143360000,4.360215841584159,4.4337542288557215,4.049138411669368
5900,4.2213,8122.797880649996,2.256332744624999,60416000,1.5225121440261455,473818934845440000,4.356025742574258,4.427873134328358,4.048383818770227
5950,4.3406,8191.578106335111,2.2754383628708643,60928000,1.5655405236206588,477834349547520000,4.351868316831684,4.4213651741293525,4.047706138933764
6000,4.38,8260.312164597966,2.294531156832768,61440000,1.579751069773415,481849764249600000,4.347074257425743,4.414812935323384,4.0468638709677425
6050,4.3349,8343.42904771485,2.3176191799207917,61952000,1.563484683187392,485865178951680000,4.34280792079208,4.409126865671642,4.04621191626409
6100,4.3164,8411.850803695072,2.336625223248631,62464000,1.5568122186232805,489880593653760000,4.339100990099011,4.4028298507462695,4.045480707395498
6150,4.4123,8480.254277308966,2.3556261881413794,62976000,1.5914008322285933,493896008355840000,4.334668316831684,4.397335323383084,4.044771268057785
6200,4.265,8548.740098603776,2.374650027389938,63488000,1.5382735873478572,497911423057920000,4.331093069306932,4.391628855721393,4.044044391025642
6250,4.3731,8617.46493081854,2.3937402585607055,64000000,1.5772624208278816,501926837760000000,4.327819801980198,4.386648258706468,4.043312480000001
6300,4.3752,8685.840999194608,2.412733610887391,64512000,1.5780198357243485,505942252462080000,4.32460297029703,4.38117263681592,4.042664536741215
6350,4.2852,8754.400185054275,2.431777829181743,65024000,1.5455591973043465,509957667164160000,4.321171287128713,4.37598855721393,4.0420066985645935
6400,4.2976,8823.032892829075,2.4508424702302984,65536000,1.5500315519311023,513973081866240000,4.317952475247525,4.371497512437811,4.04129474522293
6450,4.3562,8891.408961205143,2.469835822556984,66048000,1.5711670342801258,517988496568320000,4.314658415841584,4.3661258706467665,4.040512559618442
6500,4.2991,8959.67562787181,2.488798785519947,66560000,1.5505725625714357,522003911270400000,4.311054455445545,4.360878109452736,4.039733809523809
6550,4.268,9028.143132552204,2.5078175368200566,67072000,1.5393556086285238,526019325972480000,4.30579900990099,4.3563412935323385,4.038962599049128
6600,4.2123,9096.42800851913,2.5267855579219805,67584000,1.519266080184145,530034740674560000,4.3017782178217825,4.3517,4.038164556962025
6650,4.2749,9164.549349658033,2.5457081526827867,68096000,1.5418442575740574,534050155376640000,4.298817821782179,4.347041791044776,4.0375409162717215
6700,4.234,9232.980250486688,2.564716736246302,68608000,1.5270927007809678,538065570078720000,4.294962376237624,4.34206815920398,4.036792902208202
6750,4.2731,9301.411151315342,2.583725319809817,69120000,1.5411950448056575,542080984780800000,4.290576237623762,4.336858208955224,4.036039527559056
6800,4.3058,9369.933635255386,2.602759343126496,69632000,1.5529890767649246,546096399482880000,4.287071287128713,4.33220447761194,4.035168867924528
6850,4.3254,9438.127561733809,2.6217021004816137,70144000,1.5600582824652807,550111814184960000,4.283749504950495,4.32737064676617,4.034493092621664
6900,4.2165,9506.376028809254,2.6406600080025706,70656000,1.5207809099770786,554127228887040000,4.279959405940594,4.322661691542288,4.033826332288402
6950,4.3355,9575.017937912351,2.659727204975653,71168000,1.563701087443525,558142643589120000,4.276258415841584,4.318327363184079,4.0330967136150235
7000,4.3215,9643.339261637999,2.6787053504549996,71680000,1.5586516548004141,562158058291200000,4.273784158415842,4.314273631840796,4.0323896875
7050,4.2298,9711.406265094527,2.6976128514151463,72192000,1.5255778709880343,566173472993280000,4.2703376237623765,4.309727363184079,4.031697191887676
7100,4.3273,9779.818878670156,2.7166163551861544,72704000,1.560743562609703,570188887695360000,4.265726732673268,4.305841293532338,4.031113862928349
7150,4.1793,9848.049155855657,2.7355692099599045,73216000,1.507363846096811,574204302397440000,4.262968316831683,4.30108855721393,4.030405443234837
7200,4.2,9916.016765041904,2.754449101400529,73728000,1.5148297929334118,578219717099520000,4.259486138613862,4.296693532338308,4.029701552795031
7250,4.2342,9984.401966056997,2.773444990571388,74240000,1.5271648355330125,582235131801600000,4.256849504950495,4.2930761194029845,4.028917829457364
7300,4.3341,10052.405685010377,2.7923349125028825,74752000,1.5631961441792142,586250546503680000,4.253296039603961,4.289409950248756,4.02821625386997
7350,4.2763,10120.490791393357,2.8112474420537104,75264000,1.5423492008383686,590265961205760000,4.249476237623763,4.285185074626865,4.027457032457496
7400,4.2635,10188.857729569349,2.830238258213708,75776000,1.5377325767075238,594281375907840000,4.245513861386138,4.281009950248756,4.026750462962964
7450,4.2292,10257.206414658122,2.8492240040717003,76288000,1.5253614667319009,598296790609920000,4.2421198019801984,4.277456716417911,4.025914637904468
7500,4.2223,10325.747244644735,2.8682631235124267,76800000,1.5228728177863675,602312205312000000,4.238606930693069,4.273428855721393,4.025237230769231
7550,4.1629,10394.233065939545,2.8872869627609847,77312000,1.5014487964291663,606327620014080000,4.23449504950495,4.2691368159203975,4.024497542242703
7600,4.2531,10462.44516292862,2.9062347674801723,77824000,1.5339815696012127,610343034716160000,4.231421782178217,4.26609104477612,4.023829601226994
7650,4.2255,10530.5302693116,2.9251472970309997,78336000,1.5240269738190788,614358449418240000,4.228931683168316,4.262099004975124,4.023121439509954
7700,4.2586,10598.588224914418,2.9440522846984494,78848000,1.535965275282435,618373864120320000,4.224564356435643,4.258883084577114,4.022420795107034
7750,4.1146,10666.438741744527,2.962899650484591,79360000,1.4840282538104324,622389278822400000,4.221300990099009,4.255871641791045,4.021737099236641
7800,4.1492,10734.334246319517,2.9817595128665326,79872000,1.496507565914122,626404693524480000,4.218424752475247,4.2521129353233835,4.0210536585365855
7850,4.1433,10802.059114044385,3.00057197612344,80384000,1.4943795907288107,630420108226560000,4.215262376237623,4.248080597014925,4.0202942161339426
7900,4.1694,10869.864702708139,3.019406861863372,80896000,1.5037931758706111,634435522928640000,4.213590099009901,4.24404776119403,4.0195031914893615
7950,4.2314,10937.589570433007,3.03821932512028,81408000,1.52615494900439,638450937630720000,4.210826732673267,4.240539800995025,4.018704400606981
8000,4.2282,11005.314438157875,3.0570317883771874,81920000,1.525000792971679,642466352332800000,4.208826732673267,4.23602736318408,4.018028787878788
8050,4.2419,11073.173947766887,3.075881652157469,82432000,1.5299420234867236,646481767034880000,4.206465346534654,4.232819900497513,4.0172733736762485
8100,4.199,11141.069452341877,3.09474151453941,82944000,1.5144691191731894,650497181736960000,4.202968316831683,4.229232338308458,4.01653081570997
8150,4.2305,11209.046085374272,3.1136239126039644,83456000,1.52583034262019,654512596439040000,4.199645544554455,4.226021890547264,4.015896229260935
8200,4.2432,11276.699362329875,3.132416489536076,83968000,1.5304108993750123,658528011141120000,4.196437623762376,4.222509452736318,4.015216265060242
8250,4.1403,11344.325831752672,3.1512016199312978,84480000,1.4932975694481438,662543425843200000,4.193395049504951,4.219207462686567,4.014548872180451
8300,4.1537,11412.14938454112,3.170041495705867,84992000,1.4981305978351218,666558840545280000,4.190234653465346,4.216521890547265,4.013972522522523
8350,4.099,11480.008894150133,3.188891359486148,85504000,1.4784017431509653,670574255247360000,4.188645544554456,4.213705472636816,4.013251124437781
8400,4.136,11547.769614107781,3.2077137816966057,86016000,1.4917466722791883,674589669949440000,4.186675247524752,4.210842288557214,4.01252125748503
8450,4.1658,11615.692139976712,3.2265811499935313,86528000,1.502494750333811,678605084651520000,4.185070297029702,4.20749552238806,4.011954260089686
8500,4.1181,11683.632691993698,3.2454535255538053,87040000,1.4852906119712102,682620499353600000,4.181945544554455,4.204361691542289,4.011277313432836
8550,4.2465,11751.42930216319,3.2642859172675527,87552000,1.5316011227837458,686635914055680000,4.179231683168316,4.201076616915423,4.010561997019375
8600,4.2225,11819.387889898788,3.283163302749663,88064000,1.522944952538412,690651328757760000,4.176031683168317,4.197983084577114,4.009967113095239
8650,4.1616,11887.391608852167,3.3020532246811576,88576000,1.5009799205408776,694666743459840000,4.173561386138613,4.194366169154229,4.0093297176820215
8700,4.2,11955.53108183593,3.3209808560655363,89088000,1.5148297929334118,698682158161920000,4.169895049504951,4.191758706467661,4.008589169139466
8750,4.2338,12023.43559111975,3.3398432197554864,89600000,1.527020566028923,702697572864000000,4.168533663366337,4.188801990049751,4.007998074074074
8800,4.1736,12091.665868305252,3.3587960745292365,90112000,1.5053080056635446,706712987566080000,4.165257425742574,4.185722885572139,4.007284023668639
8850,4.2158,12159.6334774915,3.377675965969861,90624000,1.520528438344923,710728402268160000,4.161662376237623,4.18293631840796,4.006640029542098
8900,4.1919,12227.565015238613,3.3965458375662814,91136000,1.5119083354756115,714743816970240000,4.159678217821781,4.179867661691542,4.006016224188791
8950,4.1419,12295.379584775037,3.4153832179930657,91648000,1.4938746474644993,718759231672320000,4.157409900990098,4.177401990049751,4.005308100147275
9000,4.1106,12363.401373004079,3.4342781591677998,92160000,1.4825855587695431,722774646374400000,4.153878217821782,4.17446368159204,4.004728676470589
9050,4.0383,12446.3297824631,3.4573138284619724,92672000,1.4565088459054751,726790061076480000,4.151744554455445,4.171426368159205,4.003980176211454
9100,4.0982,12514.081535804375,3.4761337599456597,93184000,1.4781132041427876,730805475778560000,4.150446534653466,4.168787064676618,4.003247800586511
9150,4.2072,12582.112362272617,3.495031211742394,93696000,1.5174266440070119,734820890480640000,4.149019801980198,4.165944776119403,4.0026710102489025
9200,4.132,12650.034888141548,3.513898580039319,94208000,1.490303977238299,738836305182720000,4.146623762376238,4.163310945273633,4.001948245614035
9250,4.085,12717.921390395593,3.5327559417765535,94720000,1.4733523105078539,742851719884800000,4.14369801980198,4.160456218905472,4.0012865693430655
9300,4.1315,12785.879978131192,3.5516333272586644,95232000,1.4901236403581881,746867134586880000,4.141008910891089,4.157939303482587,4.000680029154519
9350,4.1226,12853.883697084571,3.570523249190159,95744000,1.4869136438922104,750882549288960000,4.138167326732673,4.155139303482587,4.000091848617177
9400,4.1335,12922.095794073646,3.589471053909346,96256000,1.4908449878786325,754897963991040000,4.134705940594059,4.152492039800995,3.9994741279069768
9450,4.1835,12990.453604487531,3.60845933457987,96768000,1.5088786758897448,758913378693120000,4.132551485148515,4.149161691542289,3.9988660377358487
9500,4.1709,13058.729374590212,3.6274248262750586,97280000,1.5043341865109443,762928793395200000,4.1294534653465345,4.146498507462686,3.9981376811594207
9550,4.1176,13126.977841665657,3.646382733796016,97792000,1.4851102750910992,766944208097280000,4.1262653465346535,4.143376119402985,3.9975183791606366
9600,4.0357,13194.918393682643,3.6652551093562895,98304000,1.4555710941288975,770959622799360000,4.124088118811882,4.140713432835821,3.9966459537572256
9650,4.1358,13262.949220150886,3.6841525611530237,98816000,1.4916745375271436,774975037501440000,4.120455445544555,4.138054726368159,3.9960229437229438
9700,4.0979,13330.943908065892,3.703039974462748,99328000,1.4780050020147208,778990452203520000,4.118109900990099,4.135441791044776,3.9953515850144092
9750,4.1691,13399.35652164152,3.722043478233756,99840000,1.5036849737425444,783005866905600000,4.116363366336634,4.132999004975124,3.9945896402877694
9800,4.0519,13467.477862780424,3.740966072994562,100352000,1.4614140090444976,787021281607680000,4.114376237623762,4.130556218905473,3.9939494252873566
9850,4.0912,13535.544866236953,3.759873573954709,100864000,1.4755884878212318,791036696309760000,4.111484158415841,4.12780895522388,3.9932362984218077
9900,4.0731,13603.930067252046,3.7788694631255684,101376000,1.4690602927612093,795052111011840000,4.108819801980198,4.124619402985075,3.9926194842406875
9950,4.0248,13671.708727564463,3.7976968687679062,101888000,1.451639750142475,799067525713920000,4.106418811881188,4.122406965174129,3.991981831187411
10000,4.0891,13739.523297100886,3.8165342491946905,102400000,1.4748310729247651,803082940416000000,4.104275247524752,4.119687562189054,3.9913047142857145
10050,4.0731,13807.66277008465,3.8354618805790692,102912000,1.4690602927612093,807098355118080000,4.100983168316831,4.117004975124377,3.990537089871612
10100,4.1232,13875.540272404682,3.8543167423346336,103424000,1.4871300481483434,811113769820160000,4.100715841584158,4.114139800995025,3.9897849002848997
