step,loss,wallclock_s,wallclock_h,tokens_seen,bits_per_base,total_flops,smooth_5k,smooth_10k,smooth_50k
3850,4.4166,5216.820464348201,1.4491167956522781,39424000,1.592951729397549,301165894385664000,4.461990099009902,4.5395,3.9665889081455803
3900,4.4349,5284.67098117831,1.4679641614384196,39936000,1.599552059209616,305077139767296000,4.455167326732673,4.536919101123596,3.9657335640138407
3950,4.41,5352.512507612655,1.4868090298924042,40448000,1.5905712825800822,308988385148928000,4.446750495049504,4.534189944134079,3.9647934369602758
4000,4.4433,5420.174725136112,1.5056040903155867,40960000,1.6025817187954827,312899630530560000,4.439077227722772,4.531765,3.9641024137931034
4050,4.4318,5487.8637785470055,1.524406605151946,41472000,1.5984339705529271,316810875912192000,4.431536633663367,4.528662430939226,3.963128399311531
4100,4.4471,5555.939832263267,1.5433166200731296,41984000,1.6039522790843272,320722121293824000,4.424676237623761,4.525762637362638,3.962312542955326
4150,4.3215,5623.8443415470865,1.5621789837630795,42496000,1.5586516548004141,324633366675456000,4.418213861386138,4.523356284153006,3.961555917667238
4200,4.3749,5691.974747402043,1.5811040965005676,43008000,1.5779116335962817,328544612057088000,4.412666336633664,4.520697826086956,3.9607
4250,4.4495,5759.870251977033,1.5999639588825092,43520000,1.6048178961088606,332455857438720000,4.4063564356435645,4.517686486486486,3.959781196581196
4300,4.3901,5827.675840640786,1.6187988446224406,44032000,1.5833938747516598,336367102820352000,4.399800000000001,4.514989784946237,3.9587771331058015
4350,4.3508,5895.517367075131,1.6376437130764252,44544000,1.5692193959749254,340278348201984000,4.393880198019802,4.512387700534759,3.957870868824531
4400,4.2847,5963.5481935433745,1.6565411648731596,45056000,1.5453788604242353,344189593583616000,4.388723762376237,4.509743085106383,3.957141156462585
4450,4.3943,6031.273061268243,1.6753536281300674,45568000,1.584908704544593,348100838965248000,4.381437623762375,4.50759365079365,3.9564404074702884
4500,4.2981,6098.061477652276,1.6939059660145213,46080000,1.5502118888112133,352012084346880000,4.375065346534653,4.505266842105263,3.9556637288135588
4550,4.255,6164.4773551980015,1.7123548208883337,46592000,1.5346668497456348,355923329728512000,4.368815841584158,4.502669633507853,3.9548189509306257
4600,4.3386,6231.872379549719,1.731075660986033,47104000,1.5648191761002141,359834575110144000,4.36259207920792,4.4997875,3.9541609797297297
4650,4.3726,6299.767884124709,1.7499355233679748,47616000,1.5770820839477706,363745820491776000,4.357658415841583,4.497290155440415,3.9533463743676216
4700,4.2788,6367.699421871823,1.7688053949643952,48128000,1.5432508852389244,367657065873408000,4.351905940594059,4.494742268041237,3.9526202020202015
4750,4.3106,6435.7212101008645,1.787700336139129,48640000,1.5547203108139915,371568311255040000,4.346226732673267,4.492444615384615,3.951631260504201
4800,4.3933,6503.724929054245,1.8065902580706237,49152000,1.5845480307843707,375479556636672000,4.341155445544554,4.4897566326530605,3.9508313758389257
4850,4.2907,6571.548481842694,1.8254301338451928,49664000,1.547542902985569,379390802018304000,4.336219801980198,4.487232994923858,3.950028308207705
4900,4.2583,6639.434984096738,1.844287495582427,50176000,1.5358570731543684,383302047399936000,4.3309910891089105,4.484561111111111,3.9492155518394645
4950,4.343,6707.1957040543875,1.8631099177928854,50688000,1.5664061406451921,387213292781568000,4.325229702970297,4.481733668341708,3.948269282136894
5000,4.2907,6774.7864631302955,1.8818851286473044,51200000,1.547542902985569,391124538163200000,4.320358415841584,4.4791225,3.947400833333333
5050,4.342,6842.62798956464,1.900729997101289,51712000,1.5660454668849697,395035783544832000,4.315113861386139,4.4767761194029845,3.946508652246256
5100,4.264,6910.245527863636,1.9195126466287877,52224000,1.537912913587635,398947028926464000,4.3095306930693065,4.455022388059701,3.9458184385382054
5150,4.2874,6977.667176533639,1.938240882370455,52736000,1.5463526795768354,402858274308096000,4.303892079207921,4.439712935323383,3.9449212271973466
5200,4.2717,7045.490729322088,1.9570807581450242,53248000,1.5406901015413463,406769519689728000,4.299302970297029,4.426223383084577,3.9441455298013244
5250,4.2562,7113.350238931101,1.9759306219253057,53760000,1.5350996582579015,410680765071360000,4.2949495049504955,4.414164179104478,3.943286776859504
5300,4.2272,7181.057194762891,1.9947381096563588,54272000,1.5246401192114565,414592010452992000,4.290436633663367,4.403594527363184,3.9424556105610558
5350,4.2968,7248.567743286098,2.013491039801694,54784000,1.5497430129229246,418503255834624000,4.287231683168318,4.393692039800995,3.9415963756177925
5400,4.2251,7316.247849036264,2.0322910691767397,55296000,1.52388270431499,422414501216256000,4.283943564356436,4.384100497512438,3.940845065789474
5450,4.3265,7383.963759630101,2.051101044341695,55808000,1.560455023601525,426325746597888000,4.279498019801981,4.375271641791045,3.9401249589490965
5500,4.2711,7451.688627354969,2.0699135075986024,56320000,1.5404736972852129,430236991979520000,4.274913861386139,4.367090049751244,3.939257213114754
5550,4.236,7519.4762614076635,2.0887434059465733,56832000,1.5278140483014122,434148237361152000,4.27040099009901,4.359290049751244,3.938545008183306
5600,4.2491,7587.2728715771555,2.107575797660321,57344000,1.5325388745603237,438059482742784000,4.265680198019803,4.351288059701492,3.9378050653594765
5650,4.2504,7655.096424365604,2.1264156734348902,57856000,1.5330077504486126,441970728124416000,4.262375247524753,4.343152736318407,3.937044698205546
5700,4.2673,7723.036976382589,2.145288048995164,58368000,1.5391031369963684,445881973506048000,4.258751485148516,4.33545223880597,3.936238925081433
5750,4.202,7790.761844107457,2.1641005122520713,58880000,1.5155511404538562,449793218887680000,4.254863366336635,4.328387562189055,3.935366341463414
5800,4.2795,7858.558454276949,2.182932903965819,59392000,1.5435033568710796,453704464269312000,4.250409900990101,4.321863184079603,3.9344362012987006
5850,4.1779,7926.580242505991,2.201827845140553,59904000,1.5068589028325001,457615709650944000,4.2468425742574265,4.3156029850746265,3.9336077795786064
5900,4.2307,7994.947180681983,2.2208186613005507,60416000,1.5259024773722343,461526955032576000,4.242391089108912,4.309236815920398,3.93287928802589
5950,4.1901,8063.524732249087,2.2398679811803017,60928000,1.5112591227072114,465438200414208000,4.238615841584159,4.3033179104477615,3.932183844911147
6000,4.2338,8131.827827233078,2.2588410631202995,61440000,1.527020566028923,469349445795840000,4.234535643564357,4.29704328358209,3.9312929032258066
6050,4.1224,8213.213934370258,2.2814483151028497,61952000,1.4868415091401657,473260691177472000,4.230482178217821,4.291083582089553,3.93063268921095
6100,4.1909,8280.529211782827,2.3001470032730076,62464000,1.5115476617153893,477171936559104000,4.2258534653465345,4.2851298507462685,3.929924115755627
6150,4.1596,8348.68682626632,2.3190796739628663,62976000,1.5002585730204332,481083181940736000,4.221147524752475,4.279660199004976,3.929217817014446
6200,4.2072,8416.663459298714,2.3379620720274206,63488000,1.5174266440070119,484994427322368000,4.217424752475248,4.2740273631840795,3.9284306089743586
6250,4.1895,8484.65814721372,2.3568494853371447,64000000,1.511042718451078,488905672704000000,4.213179207920793,4.269310945273632,3.92773824
6300,4.2412,8552.870244202795,2.3757972900563322,64512000,1.529689551854568,492816918085632000,4.209467326732673,4.264041791044776,3.927118530351437
6350,4.2111,8621.22805461668,2.3947855707268557,65024000,1.5188332716718784,496728163467264000,4.205645544554455,4.258692039800995,3.926415470494418
6400,4.2521,8689.952886831445,2.4138758018976234,65536000,1.5336208958409905,500639408848896000,4.2023138613861395,4.253923383084578,3.925667993630573
6450,4.1449,8758.074227970348,2.43279839665843,66048000,1.494956668745166,504550654230528000,4.198487128712872,4.248814925373134,3.9248796502384735
6500,4.1588,8825.93373757936,2.451648260438711,66560000,1.4999700340122555,508461899612160000,4.195395049504951,4.243560696517413,3.9240715873015874
6550,4.1991,8894.136748102872,2.4705935411396864,67072000,1.5145051865492114,512373144993792000,4.190710891089108,4.238648258706467,3.9233675118858957
6600,4.1839,8962.385215178318,2.489551448660644,67584000,1.5090229453938337,516284390375424000,4.186444554455446,4.234512935323383,3.922536867088608
6650,4.2035,9030.316752925432,2.508421320257064,68096000,1.5160921510941894,520195635757056000,4.182863366336633,4.229982089552239,3.921902053712481
6700,4.1935,9098.401859308411,2.527333849807892,68608000,1.5124854134919672,524106881138688000,4.180018811881188,4.225887064676616,3.921094479495268
6750,4.1797,9166.686735275336,2.5463018709098155,69120000,1.5075081156009003,528018126520320000,4.175946534653465,4.221073134328358,3.9203148031496067
6800,4.1966,9235.402343918471,2.565389539977353,69632000,1.513603502148656,531929371901952000,4.171655445544554,4.2162651741293535,3.9194907232704397
6850,4.18,9304.053456817372,2.584459293560381,70144000,1.5076163177289668,535840617283584000,4.168074257425742,4.2119169154228855,3.9188135007849296
6900,4.2073,9372.502654678334,2.6034729596328705,70656000,1.517462711383034,539751862665216000,4.164751485148514,4.20750447761194,3.9180982758620684
6950,4.0723,9440.45222335783,2.6223478398216193,71168000,1.4687717537530316,543663108046848000,4.162957425742574,4.2030293532338305,3.9173485133020343
7000,4.1676,9507.927183821721,2.6410908843949223,71680000,1.503143963102211,547574353428480000,4.15970198019802,4.198628358208955,3.9166448437500003
7050,4.1221,9575.813686075766,2.6599482461321573,72192000,1.486733307012099,551485598810112000,4.156841584158415,4.194395024875622,3.9159564742589703
7100,4.1013,9643.907847533406,2.6788632909815018,72704000,1.4792312927994764,555396844191744000,4.153814851485149,4.190271641791044,3.915354828660436
7150,4.1445,9712.384509296146,2.6978845859155958,73216000,1.4948123992410771,559308089573376000,4.150638613861386,4.186241791044776,3.9146077760497673
7200,4.1131,9780.551198152489,2.7168197772645803,73728000,1.483487243170099,563219334955008000,4.146979207920792,4.182083582089552,3.913969254658385
7250,4.1502,9849.257585699455,2.7359048849165153,74240000,1.496868239674344,567130580336640000,4.1446811881188115,4.178063184079602,3.9131475968992246
7300,4.164,9918.000872487855,2.7550002423577378,74752000,1.501845537565411,571041825718272000,4.141265346534653,4.174344278606965,3.9124487616099066
7350,4.2219,9986.836581011652,2.7741212725032365,75264000,1.5227285482822785,574953071099904000,4.13729801980198,4.17030895522388,3.911658887171561
7400,4.1549,10055.829978127944,2.79328610503554,75776000,1.4985634063473885,578864316481536000,4.134005940594059,4.166441293532339,3.910992438271605
7450,4.0536,10124.637934047847,2.812399426124402,76288000,1.4620271544368757,582775561863168000,4.130675247524752,4.16282039800995,3.9101240369799695
7500,4.1685,10193.622035368246,2.8315616764911793,76800000,1.503468569486411,586686807244800000,4.1268782178217815,4.15908855721393,3.9093995384615385
7550,4.1117,10262.531860401892,2.850703294556081,77312000,1.4829822999057878,590598052626432000,4.124074257425741,4.154761194029851,3.908682334869432
7600,4.0551,10331.395343925766,2.8698320399793795,77824000,1.462568165077209,594509298008064000,4.120882178217822,4.151781094527363,3.9079783742331293
7650,4.1018,10400.25882744964,2.8889607854026775,78336000,1.4794116296795876,598420543389696000,4.118279207920793,4.147581592039801,3.907270597243492
7700,4.1311,10469.159379192339,2.9080998275534276,78848000,1.4899793708540991,602331788771328000,4.115053465346534,4.144242786069651,3.9065802752293584
7750,4.1345,10538.24587224321,2.927290520067558,79360000,1.491205661638855,606243034152960000,4.112180198019801,4.141122885572139,3.905919694656489
7800,4.1177,10607.4444125865,2.946512336829583,79872000,1.4851463424671212,610154279534592000,4.1092455445544545,4.1378268656716415,3.9051914634146345
7850,4.18,10676.484326286607,2.9656900906351686,80384000,1.5076163177289668,614065524916224000,4.107382178217821,4.134403482587065,3.904426940639269
7900,4.1102,10745.524239986715,2.984867844440754,80896000,1.4824412892654544,617976770297856000,4.104724752475247,4.131103980099502,3.9036425531914896
7950,4.0716,10814.443340807822,3.004012039113284,81408000,1.468519282120876,621888015679488000,4.102845544554454,4.127901492537314,3.9028553869499247
8000,4.0367,10883.455337033729,3.023182038064925,81920000,1.4559317678891195,625799261061120000,4.099849504950495,4.124541293532338,3.902129696969697
8050,4.0946,10952.635177595816,3.042398660443282,82432000,1.4768147786059873,629710506442752000,4.0970445544554455,4.120798009950249,3.9013927382753404
8100,4.0294,11021.572837485408,3.061548010412613,82944000,1.4532988494394974,633621751824384000,4.09389900990099,4.117234328358209,3.900663444108761
8150,4.1184,11090.473389228107,3.080687052563363,83456000,1.4853988140992769,637532997206016000,4.090485148514851,4.114100497512438,3.8999058823529413
8200,4.1102,11159.106097002907,3.0997516936119185,83968000,1.4824412892654544,641444242587648000,4.08759207920792,4.110979104477612,3.8992259036144583
8250,4.0719,11227.775624899903,3.1188265624721954,84480000,1.4686274842489426,645355487969280000,4.084073267326732,4.108143781094528,3.8987213533834586
8300,4.0528,11296.666905847158,3.1379630294019885,84992000,1.461738615428698,649266733350912000,4.081434653465346,4.1053139303482595,3.898188438438439
8350,4.0692,11365.437893086917,3.1570660814130327,85504000,1.4676536650963428,653177978732544000,4.078938613861386,4.102537810945274,3.8975932533733135
8400,4.041,11434.28285745427,3.1761896826261857,86016000,1.4574826650580754,657089224114176000,4.077032673267327,4.099446766169154,3.896920808383234
8450,4.1389,11503.183409196969,3.1953287247769357,86528000,1.4927926261838325,661000469495808000,4.074542574257426,4.095823383084578,3.8963315396113605
8500,4.068,11572.037631897345,3.2144548977492624,87040000,1.4672208565840756,664911714877440000,4.071790099009902,4.092766666666668,3.895653432835821
8550,4.0275,11640.9289128446,3.2335913646790555,87552000,1.452613569295075,668822960259072000,4.069380198019802,4.090148258706468,3.8950217585692997
8600,4.0291,11710.080722677123,3.2528002007436454,88064000,1.4531906473114304,672734205640704000,4.067350495049506,4.086909452736319,3.894274255952381
8650,4.0334,11778.96273532343,3.271934093145397,88576000,1.4547415444803864,676645451022336000,4.064961386138614,4.083300497512438,3.893512630014859
8700,4.0795,11848.011959868272,3.2911144332967424,89088000,1.4713686048266317,680556696403968000,4.062626732673267,4.080665671641791,3.892927744807122
8750,3.9965,11916.93106068938,3.3102586279692723,89600000,1.4414326827281856,684467941785600000,4.0608613861386145,4.077928358208955,3.892261777777778
8800,4.0643,11985.831612432079,3.329397670120022,90112000,1.4658863636712536,688379187167232000,4.058466336633663,4.074611442786069,3.891651923076923
8850,3.9758,12054.769272321671,3.3485470200893532,90624000,1.4339667358915853,692290432548864000,4.054922772277227,4.072280099502487,3.8910067946824225
8900,4.0801,12123.688373142779,3.367691214761883,91136000,1.471585009082765,696201677930496000,4.052661386138615,4.06910696517413,3.890404277286136
8950,4.0484,12192.653890384157,3.3868483028844882,91648000,1.46015165088372,700112923312128000,4.0498504950495064,4.066314925373134,3.8896630338733433
9000,4.0977,12261.545171331412,3.4059847698142813,92160000,1.4779328672626764,704024168693760000,4.0472049504950505,4.0630999999999995,3.889048823529412
9050,3.9702,12351.781336294402,3.4310503711928892,92672000,1.4319469628343406,707935414075392000,4.045368316831683,4.060107462686567,3.888442731277533
9100,4.0009,12420.203092274623,3.450056414520729,93184000,1.4430196472731633,711846659457024000,4.043848514851485,4.057249253731343,3.8878626099706746
9150,4.0854,12489.066575798497,3.469185159944027,93696000,1.4734965800119428,715757904838656000,4.041488118811881,4.054307462686567,3.8871939970717424
9200,4.0342,12557.93005932237,3.4883139053673253,94208000,1.455030083488564,719669150220288000,4.038787128712871,4.052078109452736,3.886525438596491
9250,3.9636,12626.858438428455,3.5074606773412373,94720000,1.4295665160168738,723580395601920000,4.035380198019801,4.049396517412935,3.8857870072992697
9300,4.0161,12695.796098318047,3.5266100273105687,95232000,1.4485018884285414,727491640983552000,4.032535643564356,4.046402985074627,3.8852486880466475
9350,4.0284,12764.854636219316,3.5457929545053655,95744000,1.4529381756792752,731402886365184000,4.029637623762376,4.043376616915422,3.8846269286754
9400,4.0152,12833.71811974319,3.5649216999286635,96256000,1.4481772820443415,735314131746816000,4.026283168316833,4.041174129353234,3.8839109011627904
9450,4.1035,12902.581603267063,3.584050445351962,96768000,1.4800247750719655,739225377128448000,4.023326732673269,4.03871592039801,3.883323222060958
9500,4.0655,12971.547120508441,3.603207533474567,97280000,1.4663191721835203,743136622510080000,4.021884158415842,4.035579601990049,3.8825553623188402
9550,4.0092,13040.60565840971,3.6223904606693638,97792000,1.446013239483008,747047867891712000,4.019258415841585,4.032686069651741,3.8818180897250363
9600,3.9493,13109.599055526001,3.6415552932016673,98304000,1.4244088812456959,750959113273344000,4.017070297029703,4.030632835820896,3.8813209537572253
9650,4.0178,13178.536715415594,3.660704643170998,98816000,1.4491150338209193,754870358654976000,4.01441188118812,4.027810447761194,3.880641847041847
9700,4.003,13247.31694110071,3.6798102614168635,99328000,1.4437770621696302,758781604036608000,4.011578217821782,4.025009950248757,3.8800322766570607
9750,4.0467,13315.729554676338,3.6988137651878716,99840000,1.4595385054913423,762692849418240000,4.009623762376237,4.0227303482587065,3.879317410071942
9800,3.9656,13384.546758977413,3.7179296552715035,100352000,1.4302878635373184,766604094799872000,4.007430693069307,4.020179104477612,3.878626867816092
9850,3.9926,13453.308510253266,3.7370301417370184,100864000,1.4400260550633188,770515340181504000,4.004908910891089,4.0172368159203975,3.8781230989956956
9900,3.9582,13522.17199377714,3.7561588871603164,101376000,1.4276188777116738,774426585563136000,4.001777227722772,4.01444527363184,3.8774379656160454
9950,3.9219,13591.156095097538,3.775321137527094,101888000,1.4145264202156065,778337830944768000,3.999329702970297,4.01230895522388,3.876760944206008
10000,3.9595,13660.00105946489,3.794444738740247,102400000,1.4280877535999625,782249076326400000,3.9979118811881182,4.009414427860697,3.8760632857142854
10050,4.0075,13728.910884498537,3.813586356805149,102912000,1.4454000940906304,786160321708032000,3.9939821782178213,4.007083582089551,3.8754366619115546
