step,tokens,ce,bpb,split,checkpoint
21600,176947200,3.42162898,1.27287369,primary,/mnt/nvme1n1/erikg/diloco_sweep/stab_k250/train/levelE97_100m_20260616_105003/checkpoint_step_021600_loss_3.2199.pt
