step,tokens,flops,loss_nats_raw,loss_nats_smooth50,bits_per_token_smooth50,flops_per_bit_reduction
300,1228800,3.53951e+15,0.5720,2.7113,3.9116,3.02382e+14
310,1269760,3.65749e+15,2.3995,2.7013,3.8971,3.12075e+14
320,1310720,3.77547e+15,1.9207,2.6769,3.8619,3.21177e+14
330,1351680,3.89346e+15,1.9487,2.6548,3.8301,3.3032e+14
340,1392640,4.01144e+15,2.2776,2.6437,3.8141,3.39868e+14
350,1433600,4.12943e+15,1.8585,2.6213,3.7817,3.48907e+14
360,1474560,4.24741e+15,1.2131,2.5822,3.7253,3.57173e+14
370,1515520,4.36539e+15,1.8007,2.5611,3.6948,3.66156e+14
380,1556480,4.48338e+15,1.7674,2.5402,3.6647,3.75104e+14
390,1597440,4.60136e+15,1.5264,2.5142,3.6272,3.83771e+14
400,1638400,4.71934e+15,1.4839,2.4884,3.5900,3.92395e+14
410,1679360,4.83733e+15,1.2614,2.4585,3.5469,4.00767e+14
420,1720320,4.95531e+15,1.8200,2.4433,3.5249,4.09797e+14
430,1761280,5.07329e+15,2.1461,2.4364,3.5149,4.19208e+14
440,1802240,5.19128e+15,2.1584,2.4301,3.5058,4.28634e+14
450,1843200,5.30926e+15,2.0846,2.4224,3.4948,4.37976e+14
460,1884160,5.42724e+15,1.7166,2.4070,3.4726,4.46892e+14
470,1925120,5.54523e+15,1.8355,2.3949,3.4551,4.55949e+14
480,1966080,5.66321e+15,2.2714,2.3923,3.4514,4.65508e+14
490,2007040,5.7812e+15,1.7969,2.3802,3.4338,4.74522e+14
500,2048000,5.89918e+15,1.6801,2.3662,3.4136,4.83405e+14
510,2088960,6.01716e+15,1.7108,2.3175,3.3435,4.90255e+14
520,2129920,6.13515e+15,1.6603,2.2929,3.3079,4.98424e+14
530,2170880,6.25313e+15,1.9082,2.2767,3.2846,5.07048e+14
540,2211840,6.37111e+15,1.7369,2.2621,3.2635,5.15734e+14
550,2252800,6.4891e+15,1.5697,2.2324,3.2206,5.23466e+14
560,2293760,6.60708e+15,1.7284,2.2253,3.2104,5.32543e+14
570,2334720,6.72506e+15,1.6714,2.2215,3.2050,5.41816e+14
580,2375680,6.84305e+15,1.5478,2.1228,3.0626,5.45069e+14
590,2416640,6.96103e+15,1.8683,2.0458,2.9515,5.49603e+14
600,2457600,7.07901e+15,1.8312,1.9972,2.8814,5.55843e+14
610,2498560,7.197e+15,1.6285,1.9591,2.8264,5.62678e+14
620,2539520,7.31498e+15,1.5515,1.9246,2.7766,5.69685e+14
630,2580480,7.43297e+15,1.6567,1.8986,2.7391,5.77184e+14
640,2621440,7.55095e+15,1.8118,1.8800,2.7123,5.85129e+14
650,2662400,7.66893e+15,1.6717,1.8578,2.6803,5.92802e+14
660,2703360,7.78692e+15,1.6954,1.8436,2.6597,6.00966e+14
670,2744320,7.9049e+15,1.9277,1.8322,2.6432,6.09297e+14
680,2785280,8.02288e+15,1.7334,1.8214,2.6277,6.17651e+14
690,2826240,8.14087e+15,1.8411,1.8101,2.6114,6.2595e+14
700,2867200,8.25885e+15,1.4208,1.7968,2.5923,6.34089e+14
710,2908160,8.37683e+15,1.5930,1.7850,2.5753,6.42308e+14
720,2949120,8.49482e+15,1.4812,1.7709,2.5549,6.5034e+14
730,2990080,8.6128e+15,1.2870,1.7548,2.5317,6.58202e+14
740,3031040,8.73078e+15,1.5022,1.7387,2.5084,6.6603e+14
750,3072000,8.84877e+15,1.1968,1.7204,2.4821,6.7368e+14
760,3112960,8.96675e+15,1.1068,1.7120,2.4698,6.82027e+14
770,3153920,9.08474e+15,1.0506,1.6913,2.4400,6.89437e+14
780,3194880,9.20272e+15,0.9923,1.6661,2.4036,6.96467e+14
790,3235840,9.3207e+15,1.1306,1.6610,2.3964,7.0501e+14
800,3276800,9.43869e+15,1.8287,1.6862,2.4326,7.15897e+14
810,3317760,9.55667e+15,1.7098,1.6724,2.4127,7.23754e+14
820,3358720,9.67465e+15,1.7247,1.6685,2.4071,7.32375e+14
830,3399680,9.79264e+15,1.5026,1.6595,2.3942,7.40585e+14
840,3440640,9.91062e+15,1.3613,1.6412,2.3678,7.48012e+14
850,3481600,1.00286e+16,1.5992,1.6360,2.3603,7.5649e+14
860,3522560,1.01466e+16,1.4805,1.6414,2.3680,7.65835e+14
870,3563520,1.02646e+16,1.5089,1.6355,2.3596,7.74248e+14
880,3604480,1.03826e+16,1.6870,1.6339,2.3573,7.83011e+14
890,3645440,1.05005e+16,1.6921,1.6372,2.3620,7.92194e+14
900,3686400,1.06185e+16,1.5855,1.6393,2.3650,8.01272e+14
910,3727360,1.07365e+16,1.4354,1.6427,2.3700,8.10483e+14
920,3768320,1.08545e+16,1.5343,1.6370,2.3617,8.18879e+14
930,3809280,1.09725e+16,1.6068,1.6262,2.3462,8.2681e+14
940,3850240,1.10905e+16,1.3978,1.6110,2.3242,8.3432e+14
950,3891200,1.12084e+16,1.4965,1.5993,2.3073,8.42121e+14
960,3932160,1.13264e+16,1.3343,1.5916,2.2962,8.50281e+14
970,3973120,1.14444e+16,1.7578,1.5901,2.2940,8.58993e+14
980,4014080,1.15624e+16,1.6477,1.5776,2.2760,8.66678e+14
990,4055040,1.16804e+16,1.4562,1.5708,2.2662,8.74877e+14
1000,4096000,1.17984e+16,1.8485,1.5742,2.2710,8.84036e+14
1010,4136960,1.19163e+16,1.6561,1.5731,2.2694,8.92771e+14
1020,4177920,1.20343e+16,1.6582,1.5730,2.2694,9.01606e+14
1030,4218880,1.21523e+16,1.4546,1.5639,2.2563,9.09554e+14
1040,4259840,1.22703e+16,1.4850,1.5589,2.2490,9.17885e+14
1050,4300800,1.23883e+16,1.6379,1.5603,2.2510,9.26847e+14
1060,4341760,1.25063e+16,1.7363,1.5604,2.2512,9.3569e+14
1070,4382720,1.26242e+16,1.6380,1.5598,2.2503,9.44449e+14
1080,4423680,1.27422e+16,1.4103,1.5570,2.2463,9.52993e+14
1090,4464640,1.28602e+16,1.1175,1.5420,2.2246,9.60261e+14
1100,4505600,1.29782e+16,1.4531,1.5344,2.2137,9.68282e+14
1110,4546560,1.30962e+16,1.4735,1.5313,2.2092,9.76759e+14
1120,4587520,1.32142e+16,1.3348,1.5270,2.2030,9.85099e+14
1130,4628480,1.33321e+16,1.2909,1.5197,2.1924,9.93113e+14
1140,4669440,1.34501e+16,1.2816,1.5091,2.1771,1.00076e+15
1150,4710400,1.35681e+16,1.2990,1.5016,2.1664,1.00873e+15
1160,4751360,1.36861e+16,1.2077,1.4919,2.1523,1.01644e+15
1170,4792320,1.38041e+16,1.2394,1.4781,2.1325,1.02369e+15
1180,4833280,1.39221e+16,1.3413,1.4703,2.1211,1.03158e+15
1190,4874240,1.404e+16,1.2183,1.4578,2.1032,1.03894e+15
1200,4915200,1.4158e+16,1.2099,1.4536,2.0971,1.0472e+15
1210,4956160,1.4276e+16,1.2676,1.4471,2.0877,1.05519e+15
1220,4997120,1.4394e+16,1.2917,1.4433,2.0822,1.06348e+15
1230,5038080,1.4512e+16,1.2551,1.4427,2.0813,1.07212e+15
1240,5079040,1.463e+16,1.2184,1.4370,2.0731,1.08019e+15
1250,5120000,1.47479e+16,1.8211,1.4495,2.0911,1.09035e+15
1260,5160960,1.48659e+16,1.4220,1.4558,2.1002,1.09981e+15
1270,5201920,1.49839e+16,1.6629,1.4680,2.1179,1.10999e+15
1280,5242880,1.51019e+16,1.6308,1.4808,2.1363,1.12026e+15
1290,5283840,1.52199e+16,1.4786,1.4877,2.1464,1.12985e+15
1300,5324800,1.53379e+16,1.5272,1.4817,2.1377,1.13788e+15
1310,5365760,1.54558e+16,1.4610,1.4767,2.1305,1.14602e+15
1320,5406720,1.55738e+16,1.5953,1.4742,2.1267,1.15445e+15
1330,5447680,1.56918e+16,1.6247,1.4766,2.1303,1.1635e+15
1340,5488640,1.58098e+16,1.4898,1.4792,2.1340,1.17257e+15
1350,5529600,1.59278e+16,1.7420,1.4820,2.1381,1.18168e+15
1360,5570560,1.60458e+16,1.5052,1.4825,2.1388,1.1905e+15
1370,5611520,1.61637e+16,1.4205,1.4807,2.1363,1.19902e+15
1380,5652480,1.62817e+16,1.6811,1.4806,2.1361,1.20776e+15
1390,5693440,1.63997e+16,1.5334,1.4775,2.1315,1.2161e+15
1400,5734400,1.65177e+16,1.4193,1.4741,2.1267,1.22441e+15
1410,5775360,1.66357e+16,1.4633,1.4747,2.1275,1.23323e+15
1420,5816320,1.67537e+16,1.6739,1.4775,2.1316,1.24235e+15
1430,5857280,1.68717e+16,1.3528,1.4724,2.1242,1.25042e+15
1440,5898240,1.69896e+16,1.1488,1.4674,2.1170,1.25849e+15
1450,5939200,1.71076e+16,1.1684,1.4609,2.1076,1.26634e+15
1460,5980160,1.72256e+16,1.6939,1.4680,2.1179,1.27606e+15
1470,6021120,1.73436e+16,1.5300,1.4635,2.1114,1.28417e+15
1480,6062080,1.74616e+16,1.8351,1.4672,2.1168,1.29342e+15
1490,6103040,1.75796e+16,1.5816,1.4697,2.1204,1.30251e+15
1500,6144000,1.76975e+16,1.3448,1.4597,2.1059,1.30984e+15
1510,6184960,1.78155e+16,1.5273,1.4571,2.1021,1.31821e+15
1520,6225920,1.79335e+16,1.4309,1.4526,2.0956,1.3263e+15
1530,6266880,1.80515e+16,1.4652,1.4528,2.0959,1.33506e+15
1540,6307840,1.81695e+16,1.6347,1.4558,2.1002,1.34421e+15
1550,6348800,1.82875e+16,1.2917,1.4488,2.0902,1.35194e+15
1560,6389760,1.84054e+16,1.5946,1.4460,2.0861,1.36025e+15
1570,6430720,1.85234e+16,1.2852,1.4389,2.0760,1.36794e+15
1580,6471680,1.86414e+16,1.7244,1.4452,2.0850,1.37758e+15
1590,6512640,1.87594e+16,1.5902,1.4547,2.0987,1.3877e+15
1600,6553600,1.88774e+16,1.0122,1.4459,2.0859,1.39511e+15
1610,6594560,1.89954e+16,1.0402,1.4372,2.0734,1.40253e+15
1620,6635520,1.91133e+16,1.4164,1.4388,2.0758,1.41149e+15
1630,6676480,1.92313e+16,1.3481,1.4400,2.0774,1.42038e+15
1640,6717440,1.93493e+16,1.3446,1.4412,2.0793,1.42928e+15
1650,6758400,1.94673e+16,1.5417,1.4461,2.0863,1.43874e+15
1660,6799360,1.95853e+16,1.4049,1.4500,2.0920,1.44807e+15
1670,6840320,1.97033e+16,1.3731,1.4527,2.0958,1.45721e+15
1680,6881280,1.98212e+16,1.7451,1.4608,2.1075,1.4672e+15
1690,6922240,1.99392e+16,1.4997,1.4664,2.1156,1.47682e+15
1700,6963200,2.00572e+16,1.5109,1.4724,2.1243,1.48651e+15
1710,7004160,2.01752e+16,1.4440,1.4760,2.1294,1.49582e+15
1720,7045120,2.02932e+16,1.5296,1.4807,2.1362,1.50534e+15
1730,7086080,2.04112e+16,1.2481,1.4806,2.1360,1.51407e+15
1740,7127040,2.05291e+16,1.3445,1.4831,2.1397,1.52323e+15
1750,7168000,2.06471e+16,1.5923,1.4785,2.1331,1.53123e+15
1760,7208960,2.07651e+16,1.5500,1.4811,2.1367,1.54041e+15
1770,7249920,2.08831e+16,1.4390,1.4766,2.1303,1.54842e+15
1780,7290880,2.10011e+16,1.5144,1.4743,2.1269,1.55678e+15
1790,7331840,2.11191e+16,1.4044,1.4728,2.1248,1.56527e+15
1800,7372800,2.1237e+16,1.6253,1.4748,2.1276,1.57435e+15
1810,7413760,2.1355e+16,1.4439,1.4744,2.1271,1.58304e+15
1820,7454720,2.1473e+16,1.4999,1.4725,2.1244,1.59146e+15
1830,7495680,2.1591e+16,1.4307,1.4686,2.1188,1.59954e+15
1840,7536640,2.1709e+16,1.5569,1.4700,2.1207,1.60851e+15
1850,7577600,2.1827e+16,1.2953,1.4610,2.1078,1.61571e+15
1860,7618560,2.19449e+16,1.3330,1.4576,2.1029,1.62385e+15
1870,7659520,2.20629e+16,1.4247,1.4577,2.1030,1.63259e+15
1880,7700480,2.21809e+16,1.2452,1.4490,2.0904,1.63979e+15
1890,7741440,2.22989e+16,1.5242,1.4488,2.0901,1.64848e+15
1900,7782400,2.24169e+16,1.4038,1.4485,2.0897,1.65715e+15
1910,7823360,2.25349e+16,1.4867,1.4489,2.0904,1.66596e+15
1920,7864320,2.26528e+16,1.4020,1.4435,2.0825,1.67371e+15
1930,7905280,2.27708e+16,1.4648,1.4457,2.0857,1.68283e+15
1940,7946240,2.28888e+16,1.4484,1.4517,2.0944,1.69263e+15
1950,7987200,2.30068e+16,1.8778,1.4659,2.1149,1.70393e+15
1960,8028160,2.31248e+16,1.4714,1.4615,2.1084,1.71186e+15
1970,8069120,2.32428e+16,1.5305,1.4615,2.1085,1.72059e+15
1980,8110080,2.33607e+16,1.5596,1.4560,2.1005,1.72831e+15
1990,8151040,2.34787e+16,1.6045,1.4564,2.1012,1.73712e+15
2000,8192000,2.35967e+16,1.4975,1.4595,2.1056,1.74642e+15
2010,8232960,2.37147e+16,1.0872,1.4507,2.0929,1.75351e+15
2020,8273920,2.38327e+16,1.3114,1.4483,2.0894,1.76178e+15
2030,8314880,2.39507e+16,1.1120,1.4412,2.0792,1.76917e+15
2040,8355840,2.40686e+16,1.2309,1.4331,2.0676,1.77636e+15
2050,8396800,2.41866e+16,1.1918,1.4311,2.0647,1.78468e+15
2060,8437760,2.43046e+16,1.5815,1.4309,2.0643,1.79334e+15
2070,8478720,2.44226e+16,1.6707,1.4386,2.0754,1.80352e+15
2080,8519680,2.45406e+16,2.2988,1.4501,2.0920,1.81446e+15
2090,8560640,2.46586e+16,1.7546,1.4534,2.0968,1.82382e+15
2100,8601600,2.47766e+16,1.4064,1.4612,2.1081,1.83409e+15
2110,8642560,2.48945e+16,1.5498,1.4714,2.1228,1.84483e+15
2120,8683520,2.50125e+16,0.9570,1.4623,2.1096,1.85176e+15
2130,8724480,2.51305e+16,1.0637,1.4566,2.1014,1.85936e+15
2140,8765440,2.52485e+16,1.5697,1.4611,2.1079,1.86899e+15
2150,8806400,2.53665e+16,1.2965,1.4562,2.1008,1.87674e+15
2160,8847360,2.54845e+16,1.1881,1.4518,2.0945,1.8846e+15
2170,8888320,2.56024e+16,1.2397,1.4492,2.0907,1.89278e+15
2180,8929280,2.57204e+16,1.1919,1.4381,2.0747,1.89926e+15
2190,8970240,2.58384e+16,1.2095,1.4323,2.0664,1.9068e+15
2200,9011200,2.59564e+16,1.1923,1.4259,2.0572,1.91421e+15
2210,9052160,2.60744e+16,1.1443,1.4199,2.0485,1.92168e+15
2220,9093120,2.61924e+16,1.1385,1.4121,2.0372,1.92877e+15
2230,9134080,2.63103e+16,1.3590,1.4143,2.0404,1.93792e+15
2240,9175040,2.64283e+16,1.3276,1.4140,2.0399,1.94654e+15
2250,9216000,2.65463e+16,1.5811,1.4138,2.0396,1.95518e+15
2260,9256960,2.66643e+16,1.6105,1.4150,2.0414,1.96412e+15
2270,9297920,2.67823e+16,1.9417,1.4250,2.0559,1.97492e+15
2280,9338880,2.69003e+16,1.4816,1.4244,2.0549,1.98349e+15
2290,9379840,2.70182e+16,1.2827,1.4219,2.0514,1.99167e+15
2300,9420800,2.71362e+16,1.7428,1.4243,2.0548,2.00087e+15
2310,9461760,2.72542e+16,1.3911,1.4232,2.0533,2.00934e+15
2320,9502720,2.73722e+16,1.6524,1.4263,2.0577,2.01869e+15
2330,9543680,2.74902e+16,1.8433,1.4345,2.0696,2.02918e+15
2340,9584640,2.76082e+16,1.4191,1.4318,2.0656,2.03729e+15
2350,9625600,2.77261e+16,1.3392,1.4327,2.0669,2.04619e+15
2360,9666560,2.78441e+16,1.3166,1.4323,2.0664,2.05482e+15
2370,9707520,2.79621e+16,1.4810,1.4334,2.0680,2.06378e+15
2380,9748480,2.80801e+16,1.5014,1.4386,2.0754,2.07361e+15
2390,9789440,2.81981e+16,1.1823,1.4317,2.0656,2.08081e+15
2400,9830400,2.83161e+16,1.1108,1.4259,2.0571,2.08821e+15
2410,9871360,2.8434e+16,1.1206,1.4186,2.0465,2.09528e+15
2420,9912320,2.8552e+16,1.4934,1.4204,2.0492,2.10439e+15
2430,9953280,2.867e+16,1.4115,1.4193,2.0476,2.11284e+15
2440,9994240,2.8788e+16,1.2264,1.4149,2.0412,2.12054e+15
2450,10035200,2.8906e+16,1.4811,1.4069,2.0298,2.12743e+15
2460,10076160,2.9024e+16,1.3491,1.4045,2.0263,2.13556e+15
2470,10117120,2.91419e+16,1.1495,1.3969,2.0153,2.14251e+15
2480,10158080,2.92599e+16,1.2139,1.3900,2.0053,2.14961e+15
2490,10199040,2.93779e+16,1.3260,1.3844,1.9973,2.157e+15
2500,10240000,2.94959e+16,1.5670,1.3858,1.9993,2.16598e+15
2510,10280960,2.96139e+16,1.1933,1.3879,2.0023,2.17514e+15
2520,10321920,2.97319e+16,1.4123,1.3899,2.0052,2.18427e+15
2530,10362880,2.98498e+16,1.3709,1.3951,2.0127,2.19414e+15
2540,10403840,2.99678e+16,1.4118,1.3987,2.0179,2.20366e+15
2550,10444800,3.00858e+16,1.1830,1.3985,2.0177,2.21229e+15
2560,10485760,3.02038e+16,1.4610,1.3961,2.0142,2.2204e+15
2570,10526720,3.03218e+16,1.4055,1.3908,2.0065,2.22782e+15
2580,10567680,3.04398e+16,1.3634,1.3721,1.9795,2.23207e+15
2590,10608640,3.05577e+16,1.3376,1.3638,1.9675,2.23874e+15
2600,10649600,3.06757e+16,1.5809,1.3673,1.9726,2.24821e+15
2610,10690560,3.07937e+16,1.2916,1.3621,1.9651,2.25563e+15
2620,10731520,3.09117e+16,1.5513,1.3740,1.9822,2.26712e+15
2630,10772480,3.10297e+16,1.4183,1.3811,1.9925,2.27748e+15
2640,10813440,3.11477e+16,1.4720,1.3791,1.9897,2.28567e+15
2650,10854400,3.12656e+16,1.5356,1.3839,1.9966,2.29549e+15
2660,10895360,3.13836e+16,1.3248,1.3866,2.0005,2.30482e+15
2670,10936320,3.15016e+16,1.4208,1.3903,2.0057,2.31437e+15
2680,10977280,3.16196e+16,1.6160,1.3987,2.0180,2.32513e+15
2690,11018240,3.17376e+16,1.2960,1.4005,2.0205,2.33423e+15
2700,11059200,3.18556e+16,1.4370,1.4054,2.0275,2.34413e+15
2710,11100160,3.19735e+16,1.5628,1.4137,2.0396,2.3549e+15
2720,11141120,3.20915e+16,1.3455,1.4179,2.0456,2.36463e+15
2730,11182080,3.22095e+16,1.1764,1.4142,2.0403,2.37241e+15
2740,11223040,3.23275e+16,1.6149,1.4200,2.0486,2.38255e+15
2750,11264000,3.24455e+16,1.6334,1.4210,2.0501,2.39151e+15
2760,11304960,3.25635e+16,1.3253,1.4153,2.0419,2.39875e+15
2770,11345920,3.26815e+16,1.5185,1.4069,2.0297,2.40528e+15
2780,11386880,3.27994e+16,1.0784,1.3988,2.0180,2.4119e+15
2790,11427840,3.29174e+16,1.6940,1.4070,2.0299,2.42269e+15
2800,11468800,3.30354e+16,1.4131,1.4004,2.0204,2.42967e+15
2810,11509760,3.31534e+16,1.2506,1.3976,2.0163,2.43762e+15
2820,11550720,3.32714e+16,1.4124,1.3928,2.0094,2.44505e+15
2830,11591680,3.33894e+16,1.0968,1.3779,1.9879,2.44984e+15
2840,11632640,3.35073e+16,0.6963,1.3634,1.9670,2.45474e+15
2850,11673600,3.36253e+16,1.7361,1.3714,1.9785,2.46546e+15
2860,11714560,3.37433e+16,1.6427,1.3779,1.9879,2.47582e+15
2870,11755520,3.38613e+16,1.3683,1.3756,1.9846,2.48388e+15
2880,11796480,3.39793e+16,1.4945,1.3755,1.9844,2.4925e+15
2890,11837440,3.40973e+16,1.2381,1.3766,1.9860,2.50145e+15
2900,11878400,3.42152e+16,1.4486,1.3834,1.9958,2.5119e+15
2910,11919360,3.43332e+16,1.4036,1.3890,2.0039,2.52207e+15
2920,11960320,3.44512e+16,1.5130,1.3894,2.0045,2.53084e+15
2930,12001280,3.45692e+16,1.5831,1.3929,2.0095,2.54044e+15
2940,12042240,3.46872e+16,1.2955,1.3942,2.0115,2.54948e+15
2950,12083200,3.48052e+16,1.3762,1.3921,2.0084,2.55758e+15
2960,12124160,3.49231e+16,1.3158,1.3915,2.0075,2.56607e+15
2970,12165120,3.50411e+16,1.3051,1.3946,2.0120,2.57559e+15
2980,12206080,3.51591e+16,1.7264,1.4048,2.0267,2.58707e+15
2990,12247040,3.52771e+16,2.0383,1.4191,2.0473,2.59969e+15
3000,12288000,3.53951e+16,1.3386,1.4145,2.0407,2.60712e+15
3010,12328960,3.55131e+16,0.9884,1.4104,2.0348,2.61467e+15
3020,12369920,3.5631e+16,1.3245,1.4087,2.0323,2.62286e+15
3030,12410880,3.5749e+16,1.4593,1.4104,2.0348,2.63204e+15
3040,12451840,3.5867e+16,1.4540,1.4113,2.0360,2.64097e+15
3050,12492800,3.5985e+16,1.4178,1.4160,2.0428,2.65098e+15
3060,12533760,3.6103e+16,1.2946,1.4126,2.0380,2.65873e+15
3070,12574720,3.6221e+16,1.6357,1.4172,2.0446,2.66872e+15
3080,12615680,3.63389e+16,1.3645,1.4173,2.0447,2.67742e+15
3090,12656640,3.64569e+16,1.3789,1.4181,2.0459,2.68635e+15
3100,12697600,3.65749e+16,1.5519,1.4175,2.0450,2.69488e+15
3110,12738560,3.66929e+16,1.2210,1.4161,2.0430,2.70317e+15
3120,12779520,3.68109e+16,0.9012,1.4031,2.0242,2.70812e+15
3130,12820480,3.69289e+16,1.4243,1.4032,2.0244,2.71683e+15
3140,12861440,3.70468e+16,1.1186,1.3961,2.0142,2.72347e+15
3150,12902400,3.71648e+16,1.1086,1.3876,2.0019,2.72967e+15
3160,12943360,3.72828e+16,1.3579,1.3883,2.0028,2.73853e+15
3170,12984320,3.74008e+16,1.4824,1.3895,2.0046,2.74755e+15
3180,13025280,3.75188e+16,1.4381,1.3859,1.9995,2.75518e+15
3190,13066240,3.76368e+16,1.1362,1.3827,1.9949,2.76291e+15
3200,13107200,3.77547e+16,1.1663,1.3773,1.9871,2.76998e+15
3210,13148160,3.78727e+16,1.3697,1.3735,1.9815,2.7775e+15
3220,13189120,3.79907e+16,2.3470,1.3935,2.0104,2.79207e+15
3230,13230080,3.81087e+16,1.8552,1.4071,2.0300,2.80478e+15
3240,13271040,3.82267e+16,1.6048,1.4069,2.0297,2.8134e+15
3250,13312000,3.83447e+16,1.4858,1.4039,2.0254,2.8212e+15
3260,13352960,3.84626e+16,1.4183,1.4058,2.0281,2.83044e+15
3270,13393920,3.85806e+16,1.3649,1.4027,2.0237,2.8382e+15
3280,13434880,3.86986e+16,1.3302,1.4077,2.0309,2.8484e+15
3290,13475840,3.88166e+16,1.2811,1.3995,2.0190,2.85458e+15
3300,13516800,3.89346e+16,1.2667,1.3966,2.0148,2.86237e+15
3310,13557760,3.90526e+16,1.2594,1.3967,2.0151,2.87109e+15
3320,13598720,3.91705e+16,1.2426,1.3933,2.0102,2.87873e+15
3330,13639680,3.92885e+16,1.2473,1.3963,2.0145,2.88832e+15
3340,13680640,3.94065e+16,1.7234,1.4169,2.0441,2.90332e+15
3350,13721600,3.95245e+16,1.4171,1.4105,2.0349,2.91004e+15
3360,13762560,3.96425e+16,1.3945,1.4055,2.0278,2.91719e+15
3370,13803520,3.97605e+16,1.3991,1.4062,2.0287,2.92606e+15
3380,13844480,3.98784e+16,1.5772,1.4078,2.0310,2.93526e+15
3390,13885440,3.99964e+16,1.4312,1.4117,2.0366,2.94516e+15
3400,13926400,4.01144e+16,1.1407,1.4055,2.0277,2.95191e+15
3410,13967360,4.02324e+16,1.0182,1.3978,2.0166,2.95817e+15
3420,14008320,4.03504e+16,1.4358,1.3963,2.0144,2.96636e+15
3430,14049280,4.04684e+16,1.4262,1.3931,2.0099,2.97405e+15
3440,14090240,4.05863e+16,1.4959,1.3971,2.0156,2.98398e+15
3450,14131200,4.07043e+16,1.2976,1.3956,2.0134,2.99216e+15
3460,14172160,4.08223e+16,1.5883,1.4010,2.0212,3.00257e+15
3470,14213120,4.09403e+16,1.2863,1.4006,2.0207,3.01113e+15
3480,14254080,4.10583e+16,1.4334,1.3948,2.0122,3.01793e+15
3490,14295040,4.11763e+16,1.2602,1.3792,1.9898,3.02161e+15
3500,14336000,4.12943e+16,1.1184,1.3748,1.9834,3.02886e+15
3510,14376960,4.14122e+16,1.3878,1.3828,1.9950,3.04008e+15
3520,14417920,4.15302e+16,1.4484,1.3853,1.9985,3.04954e+15
3530,14458880,4.16482e+16,1.5319,1.3867,2.0006,3.05868e+15
3540,14499840,4.17662e+16,1.5811,1.3893,2.0043,3.06817e+15
3550,14540800,4.18842e+16,1.9738,1.4004,2.0203,3.08047e+15
3560,14581760,4.20022e+16,1.5319,1.4051,2.0272,3.0907e+15
3570,14622720,4.21201e+16,1.4194,1.4008,2.0209,3.09796e+15
3580,14663680,4.22381e+16,1.1894,1.3973,2.0159,3.10548e+15
3590,14704640,4.23561e+16,1.0690,1.3911,2.0070,3.11211e+15
3600,14745600,4.24741e+16,1.3904,1.3879,2.0023,3.11971e+15
3610,14786560,4.25921e+16,1.5459,1.3944,2.0117,3.13053e+15
3620,14827520,4.27101e+16,1.2460,1.4013,2.0216,3.1415e+15
3630,14868480,4.2828e+16,1.4816,1.4024,2.0233,3.15056e+15
3640,14909440,4.2946e+16,1.5542,1.4111,2.0358,3.16217e+15
3650,14950400,4.3064e+16,1.3980,1.4169,2.0442,3.17281e+15
3660,14991360,4.3182e+16,1.3875,1.4175,2.0450,3.1817e+15
3670,15032320,4.33e+16,1.4399,1.4167,2.0438,3.1901e+15
3680,15073280,4.3418e+16,1.0606,1.4091,2.0329,3.19623e+15
3690,15114240,4.35359e+16,1.3738,1.4139,2.0398,3.20653e+15
