step,tokens,flops,loss_nats_raw,loss_nats_smooth50,bits_per_token_smooth50,flops_per_bit_reduction
3640,14909440,4.473e+16,1.5240,1.3700,1.9765,3.27919e+15
3650,14950400,4.48529e+16,1.3656,1.3754,1.9842,3.29007e+15
3660,14991360,4.49758e+16,1.3520,1.3760,1.9851,3.2993e+15
3670,15032320,4.50987e+16,1.4230,1.3759,1.9850,3.30828e+15
3680,15073280,4.52215e+16,1.0740,1.3693,1.9755,3.315e+15
3690,15114240,4.53444e+16,1.3311,1.3739,1.9821,3.32561e+15
3700,15155200,4.54673e+16,1.3336,1.3771,1.9868,3.33576e+15
3710,15196160,4.55902e+16,1.2968,1.3765,1.9859,3.34457e+15
3720,15237120,4.57131e+16,1.5276,1.3622,1.9652,3.34849e+15
3730,15278080,4.5836e+16,1.5154,1.3573,1.9582,3.35577e+15
3740,15319040,4.59588e+16,1.1416,1.3495,1.9470,3.362e+15
3750,15360000,4.60817e+16,1.5632,1.3522,1.9508,3.37195e+15
3760,15400960,4.62046e+16,1.2530,1.3497,1.9472,3.38004e+15
3770,15441920,4.63275e+16,1.1932,1.3469,1.9431,3.38802e+15
3780,15482880,4.64504e+16,1.1835,1.3446,1.9399,3.3962e+15
3790,15523840,4.65733e+16,1.1450,1.3423,1.9365,3.40434e+15
3800,15564800,4.66962e+16,1.1576,1.3405,1.9340,3.4127e+15
3810,15605760,4.6819e+16,1.1393,1.3386,1.9311,3.42097e+15
3820,15646720,4.69419e+16,1.1094,1.3362,1.9278,3.42911e+15
3830,15687680,4.70648e+16,1.1340,1.3345,1.9253,3.43746e+15
3840,15728640,4.71877e+16,1.1036,1.3243,1.9106,3.44274e+15
3850,15769600,4.73106e+16,1.0775,1.3188,1.9026,3.44969e+15
3860,15810560,4.74335e+16,1.2707,1.3173,1.9005,3.45811e+15
3870,15851520,4.75563e+16,1.3165,1.3166,1.8995,3.46683e+15
3880,15892480,4.76792e+16,1.5506,1.3170,1.9001,3.47594e+15
3890,15933440,4.78021e+16,1.4183,1.3177,1.9011,3.48514e+15
3900,15974400,4.7925e+16,1.3193,1.3215,1.9065,3.49548e+15
3910,16015360,4.80479e+16,1.3213,1.3273,1.9149,3.50659e+15
3920,16056320,4.81708e+16,1.4815,1.3290,1.9173,3.51618e+15
3930,16097280,4.82937e+16,1.3993,1.3294,1.9179,3.52531e+15
3940,16138240,4.84165e+16,1.4812,1.3300,1.9189,3.53452e+15
3950,16179200,4.85394e+16,1.3171,1.3313,1.9207,3.54398e+15
3960,16220160,4.86623e+16,1.4266,1.3299,1.9186,3.55241e+15
3970,16261120,4.87852e+16,1.3229,1.3311,1.9204,3.56184e+15
3980,16302080,4.89081e+16,1.4896,1.3332,1.9234,3.57158e+15
3990,16343040,4.9031e+16,1.2354,1.3334,1.9237,3.58063e+15
4000,16384000,4.91538e+16,0.8949,1.3292,1.9177,3.58805e+15
4010,16424960,4.92767e+16,1.0694,1.3235,1.9094,3.59484e+15
4020,16465920,4.93996e+16,1.4474,1.3244,1.9107,3.60413e+15
4030,16506880,4.95225e+16,1.2970,1.3207,1.9054,3.61172e+15
4040,16547840,4.96454e+16,1.3200,1.3163,1.8990,3.61898e+15
4050,16588800,4.97683e+16,1.3838,1.3061,1.8843,3.62405e+15
4060,16629760,4.98912e+16,2.0195,1.3171,1.9001,3.63719e+15
4070,16670720,5.0014e+16,1.4564,1.3188,1.9026,3.64681e+15
4080,16711680,5.01369e+16,1.4059,1.3235,1.9094,3.65759e+15
4090,16752640,5.02598e+16,1.2579,1.3276,1.9154,3.66815e+15
