step,tokens,flops,loss_nats_raw,loss_nats_smooth50,bits_per_token_smooth50,flops_per_bit_reduction
2520,10321920,3.06038e+16,1.3794,1.2810,1.8481,2.22267e+15
2530,10362880,3.07252e+16,1.2343,1.2859,1.8551,2.23262e+15
2540,10403840,3.08466e+16,1.1973,1.2875,1.8575,2.24183e+15
2550,10444800,3.09681e+16,1.1304,1.2824,1.8501,2.24945e+15
2560,10485760,3.10895e+16,1.4705,1.2791,1.8454,2.2575e+15
2570,10526720,3.1211e+16,1.2044,1.2648,1.8248,2.26293e+15
2580,10567680,3.13324e+16,1.2396,1.2561,1.8122,2.26968e+15
2590,10608640,3.14539e+16,1.4068,1.2582,1.8152,2.27896e+15
2600,10649600,3.15753e+16,1.2319,1.2559,1.8119,2.28722e+15
2610,10690560,3.16967e+16,1.4258,1.2633,1.8226,2.29779e+15
2620,10731520,3.18182e+16,1.3819,1.2764,1.8415,2.30976e+15
2630,10772480,3.19396e+16,1.3520,1.2730,1.8365,2.31774e+15
2640,10813440,3.20611e+16,1.3670,1.2759,1.8408,2.32727e+15
2650,10854400,3.21825e+16,1.2806,1.2789,1.8451,2.33681e+15
2660,10895360,3.2304e+16,1.2568,1.2811,1.8482,2.34617e+15
2670,10936320,3.24254e+16,1.3468,1.2854,1.8545,2.35606e+15
2680,10977280,3.25469e+16,1.3264,1.2890,1.8597,2.36577e+15
2690,11018240,3.26683e+16,1.2618,1.2918,1.8637,2.37529e+15
2700,11059200,3.27897e+16,1.4409,1.2992,1.8744,2.38598e+15
2710,11100160,3.29112e+16,1.2304,1.3022,1.8787,2.39557e+15
2720,11141120,3.30326e+16,1.1446,1.3010,1.8770,2.40411e+15
2730,11182080,3.31541e+16,1.2966,1.3009,1.8768,2.41292e+15
2740,11223040,3.32755e+16,1.5933,1.3059,1.8840,2.42302e+15
2750,11264000,3.3397e+16,1.2511,1.3024,1.8790,2.43098e+15
2760,11304960,3.35184e+16,1.3949,1.2968,1.8709,2.43839e+15
2770,11345920,3.36398e+16,1.0187,1.2864,1.8559,2.44455e+15
2780,11386880,3.37613e+16,1.3831,1.2897,1.8606,2.45422e+15
2790,11427840,3.38827e+16,1.4238,1.2843,1.8529,2.46166e+15
2800,11468800,3.40042e+16,1.0889,1.2818,1.8492,2.46983e+15
2810,11509760,3.41256e+16,1.3077,1.2808,1.8479,2.47841e+15
2820,11550720,3.42471e+16,1.1258,1.2668,1.8275,2.48356e+15
2830,11591680,3.43685e+16,0.6631,1.2546,1.8100,2.48921e+15
2840,11632640,3.44899e+16,1.4750,1.2584,1.8155,2.499e+15
2850,11673600,3.46114e+16,1.4973,1.2634,1.8227,2.5091e+15
2860,11714560,3.47328e+16,1.2659,1.2630,1.8221,2.51779e+15
2870,11755520,3.48543e+16,1.3382,1.2607,1.8188,2.526e+15
2880,11796480,3.49757e+16,1.2201,1.2629,1.8220,2.53539e+15
2890,11837440,3.50972e+16,1.2935,1.2678,1.8291,2.54549e+15
2900,11878400,3.52186e+16,1.2658,1.2738,1.8378,2.55591e+15
2910,11919360,3.53401e+16,1.3677,1.2746,1.8389,2.56494e+15
2920,11960320,3.54615e+16,1.4950,1.2772,1.8427,2.57446e+15
2930,12001280,3.55829e+16,1.2015,1.2798,1.8464,2.58397e+15
2940,12042240,3.57044e+16,1.2802,1.2784,1.8443,2.5924e+15
2950,12083200,3.58258e+16,1.1880,1.2757,1.8405,2.60049e+15
2960,12124160,3.59473e+16,1.1763,1.2791,1.8454,2.61023e+15
2970,12165120,3.60687e+16,1.6448,1.2876,1.8577,2.62139e+15
2980,12206080,3.61902e+16,1.7838,1.2998,1.8753,2.63359e+15
2990,12247040,3.63116e+16,1.2454,1.2967,1.8707,2.64155e+15
3000,12288000,3.6433e+16,1.2871,1.3000,1.8755,2.65132e+15
3010,12328960,3.65545e+16,1.1590,1.3008,1.8767,2.66038e+15
