step,tokens,flops,loss_nats_raw,loss_nats_smooth50,bits_per_token_smooth50,flops_per_bit_reduction
3640,14909440,4.37181e+16,1.4406,1.3201,1.9045,3.18819e+15
3650,14950400,4.38382e+16,1.2933,1.3253,1.9120,3.1987e+15
3660,14991360,4.39583e+16,1.3004,1.3262,1.9133,3.20777e+15
3670,15032320,4.40784e+16,1.3175,1.3255,1.9123,3.21629e+15
3680,15073280,4.41985e+16,0.9825,1.3184,1.9021,3.22266e+15
3690,15114240,4.43186e+16,1.2671,1.3228,1.9084,3.23289e+15
3700,15155200,4.44387e+16,1.2592,1.3266,1.9139,3.24295e+15
3710,15196160,4.45588e+16,1.2193,1.3260,1.9130,3.25152e+15
3720,15237120,4.46789e+16,1.4655,1.3111,1.8915,3.25517e+15
3730,15278080,4.4799e+16,1.4531,1.3028,1.8795,3.26107e+15
3740,15319040,4.49191e+16,1.0543,1.2922,1.8643,3.2662e+15
3750,15360000,4.50392e+16,1.3804,1.2907,1.8621,3.27441e+15
3760,15400960,4.51593e+16,1.2104,1.2871,1.8569,3.2819e+15
3770,15441920,4.52795e+16,1.1575,1.2836,1.8519,3.28942e+15
3780,15482880,4.53996e+16,1.1381,1.2805,1.8474,3.29709e+15
3790,15523840,4.55197e+16,1.0960,1.2777,1.8433,3.30482e+15
3800,15564800,4.56398e+16,1.1108,1.2754,1.8400,3.31275e+15
3810,15605760,4.57599e+16,1.0903,1.2729,1.8364,3.32059e+15
3820,15646720,4.588e+16,1.0574,1.2701,1.8323,3.32832e+15
3830,15687680,4.60001e+16,1.0773,1.2677,1.8289,3.33621e+15
3840,15728640,4.61202e+16,1.0518,1.2580,1.8148,3.34151e+15
3850,15769600,4.62403e+16,1.0241,1.2524,1.8069,3.34829e+15
3860,15810560,4.63604e+16,1.2108,1.2507,1.8044,3.35637e+15
3870,15851520,4.64805e+16,1.2585,1.2500,1.8034,3.36483e+15
3880,15892480,4.66006e+16,1.4348,1.2495,1.8026,3.37333e+15
3890,15933440,4.67207e+16,1.3440,1.2497,1.8029,3.3821e+15
3900,15974400,4.68408e+16,1.2205,1.2530,1.8077,3.39197e+15
3910,16015360,4.69609e+16,1.2647,1.2595,1.8170,3.40296e+15
3920,16056320,4.7081e+16,1.3963,1.2615,1.8200,3.4124e+15
3930,16097280,4.72011e+16,1.3091,1.2611,1.8193,3.42094e+15
3940,16138240,4.73212e+16,1.4021,1.2613,1.8197,3.42975e+15
3950,16179200,4.74413e+16,1.2561,1.2625,1.8214,3.43886e+15
3960,16220160,4.75614e+16,1.3311,1.2609,1.8191,3.447e+15
3970,16261120,4.76815e+16,1.2449,1.2618,1.8204,3.45603e+15
3980,16302080,4.78017e+16,1.3812,1.2624,1.8212,3.46494e+15
3990,16343040,4.79218e+16,1.1636,1.2620,1.8207,3.4735e+15
4000,16384000,4.80419e+16,0.8454,1.2582,1.8152,3.48082e+15
4010,16424960,4.8162e+16,1.0194,1.2528,1.8074,3.48757e+15
4020,16465920,4.82821e+16,1.3224,1.2519,1.8061,3.49594e+15
4030,16506880,4.84022e+16,1.2343,1.2485,1.8012,3.5034e+15
4040,16547840,4.85223e+16,1.2383,1.2444,1.7954,3.51059e+15
4050,16588800,4.86424e+16,1.3165,1.2337,1.7798,3.51533e+15
4060,16629760,4.87625e+16,1.8762,1.2430,1.7933,3.52744e+15
4070,16670720,4.88826e+16,1.4004,1.2450,1.7961,3.53685e+15
4080,16711680,4.90027e+16,1.3250,1.2496,1.8028,3.54727e+15
4090,16752640,4.91228e+16,1.2026,1.2542,1.8095,3.55767e+15
4100,16793600,4.92429e+16,1.2660,1.2537,1.8088,3.56619e+15
4110,16834560,4.9363e+16,1.2557,1.2505,1.8040,3.57366e+15
4120,16875520,4.94831e+16,1.4773,1.2564,1.8126,3.58459e+15
4130,16916480,4.96032e+16,1.4621,1.2581,1.8151,3.59393e+15
4140,16957440,4.97233e+16,0.8399,1.2461,1.7978,3.59811e+15
4150,16998400,4.98434e+16,1.1563,1.2434,1.7938,3.60577e+15
4160,17039360,4.99635e+16,1.1414,1.2402,1.7892,3.61326e+15
4170,17080320,5.00836e+16,0.8776,1.2314,1.7765,3.61863e+15
4180,17121280,5.02037e+16,1.4545,1.2408,1.7901,3.63088e+15
4190,17162240,5.03238e+16,1.5493,1.2465,1.7983,3.64171e+15
4200,17203200,5.0444e+16,1.0783,1.2429,1.7931,3.64902e+15
4210,17244160,5.05641e+16,1.3744,1.2460,1.7975,3.65889e+15
4220,17285120,5.06842e+16,1.2061,1.2408,1.7901,3.6656e+15
4230,17326080,5.08043e+16,1.8740,1.2492,1.8022,3.67751e+15
4240,17367040,5.09244e+16,1.8743,1.2656,1.8259,3.69253e+15
4250,17408000,5.10445e+16,1.4017,1.2660,1.8265,3.70141e+15
4260,17448960,5.11646e+16,1.2235,1.2663,1.8269,3.71022e+15
4270,17489920,5.12847e+16,1.3467,1.2701,1.8323,3.7204e+15
4280,17530880,5.14048e+16,1.3039,1.2734,1.8371,3.73041e+15
4290,17571840,5.15249e+16,1.3157,1.2778,1.8434,3.74084e+15
4300,17612800,5.1645e+16,1.7332,1.2902,1.8614,3.75446e+15
4310,17653760,5.17651e+16,1.3455,1.2953,1.8688,3.76521e+15
4320,17694720,5.18852e+16,1.3343,1.3009,1.8767,3.77614e+15
4330,17735680,5.20053e+16,1.2477,1.3043,1.8817,3.78623e+15
4340,17776640,5.21254e+16,1.2513,1.3083,1.8874,3.79657e+15
4350,17817600,5.22455e+16,1.1760,1.3113,1.8918,3.80653e+15
4360,17858560,5.23656e+16,0.8554,1.3042,1.8815,3.81243e+15
4370,17899520,5.24857e+16,1.2869,1.3048,1.8824,3.8214e+15
4380,17940480,5.26058e+16,1.3251,1.3026,1.8792,3.82927e+15
4390,17981440,5.27259e+16,1.1936,1.2996,1.8749,3.8368e+15
4400,18022400,5.2846e+16,0.9939,1.2950,1.8683,3.84371e+15
4410,18063360,5.29662e+16,1.0413,1.2906,1.8619,3.85064e+15
4420,18104320,5.30863e+16,1.3719,1.2901,1.8612,3.85917e+15
4430,18145280,5.32064e+16,1.1265,1.2864,1.8559,3.86642e+15
4440,18186240,5.33265e+16,1.4638,1.2876,1.8577,3.87565e+15
4450,18227200,5.34466e+16,1.3546,1.2896,1.8605,3.88518e+15
4460,18268160,5.35667e+16,1.6425,1.2958,1.8695,3.89646e+15
4470,18309120,5.36868e+16,1.1977,1.2949,1.8682,3.90481e+15
4480,18350080,5.38069e+16,1.2582,1.2924,1.8646,3.91254e+15
4490,18391040,5.3927e+16,1.3648,1.2965,1.8704,3.92292e+15
4500,18432000,5.40471e+16,1.2058,1.3037,1.8808,3.93464e+15
4510,18472960,5.41672e+16,1.3685,1.3107,1.8909,3.94628e+15
4520,18513920,5.42873e+16,1.4115,1.3124,1.8935,3.95577e+15
4530,18554880,5.44074e+16,1.5190,1.3181,1.9017,3.96689e+15
4540,18595840,5.45275e+16,1.4694,1.3228,1.9083,3.97758e+15
4550,18636800,5.46476e+16,1.4053,1.3245,1.9109,3.98709e+15
4560,18677760,5.47677e+16,1.2817,1.3126,1.8937,3.99086e+15
4570,18718720,5.48878e+16,1.1126,1.3069,1.8854,3.99719e+15
4580,18759680,5.50079e+16,1.1609,1.3036,1.8807,4.00456e+15
4590,18800640,5.5128e+16,1.6593,1.3127,1.8939,4.01715e+15
4600,18841600,5.52481e+16,1.2522,1.3125,1.8935,4.02579e+15
4610,18882560,5.53682e+16,1.5273,1.3179,1.9013,4.03685e+15
4620,18923520,5.54883e+16,1.0623,1.3096,1.8893,4.04207e+15
4630,18964480,5.56085e+16,1.3563,1.3075,1.8863,4.04992e+15
4640,19005440,5.57286e+16,1.2461,1.3156,1.8980,4.06214e+15
4650,19046400,5.58487e+16,1.1940,1.3164,1.8991,4.07121e+15
4660,19087360,5.59688e+16,1.1862,1.3173,1.9004,4.08035e+15
4670,19128320,5.60889e+16,1.1685,1.3231,1.9088,4.09161e+15
4680,19169280,5.6209e+16,1.1501,1.3170,1.9000,4.09775e+15
4690,19210240,5.63291e+16,1.1428,1.3089,1.8883,4.103e+15
4700,19251200,5.64492e+16,1.1231,1.3097,1.8896,4.11213e+15
4710,19292160,5.65693e+16,1.1519,1.3053,1.8831,4.11896e+15
4720,19333120,5.66894e+16,1.0522,1.3022,1.8787,4.12637e+15
4730,19374080,5.68095e+16,1.0425,1.2856,1.8547,4.1279e+15
4740,19415040,5.69296e+16,1.1240,1.2706,1.8331,4.13013e+15
4750,19456000,5.70497e+16,1.0991,1.2645,1.8243,4.13622e+15
4760,19496960,5.71698e+16,1.0452,1.2610,1.8192,4.14339e+15
4770,19537920,5.72899e+16,1.0787,1.2556,1.8115,4.14977e+15
4780,19578880,5.741e+16,1.0731,1.2510,1.8048,4.15646e+15
4790,19619840,5.75301e+16,1.0717,1.2461,1.7978,4.16303e+15
4800,19660800,5.76502e+16,1.0390,1.2322,1.7777,4.16569e+15
4810,19701760,5.77703e+16,1.0255,1.2258,1.7685,4.17158e+15
4820,19742720,5.78904e+16,1.2189,1.2235,1.7652,4.17925e+15
4830,19783680,5.80105e+16,1.5806,1.2302,1.7748,4.19083e+15
4840,19824640,5.81307e+16,1.1448,1.2280,1.7717,4.19857e+15
4850,19865600,5.82508e+16,0.6792,1.2181,1.7574,4.20289e+15
4860,19906560,5.83709e+16,1.2738,1.2265,1.7694,4.21523e+15
4870,19947520,5.8491e+16,1.3011,1.2268,1.7698,4.22403e+15
4880,19988480,5.86111e+16,1.2689,1.2256,1.7682,4.23221e+15
4890,20029440,5.87312e+16,1.1888,1.2255,1.7681,4.24084e+15
4900,20070400,5.88513e+16,1.2209,1.2301,1.7746,4.25152e+15
4910,20111360,5.89714e+16,1.3374,1.2360,1.7832,4.26283e+15
4920,20152320,5.90915e+16,1.4248,1.2371,1.7847,4.27198e+15
4930,20193280,5.92116e+16,1.1072,1.2367,1.7841,4.28049e+15
4940,20234240,5.93317e+16,1.2749,1.2329,1.7787,4.28749e+15
4950,20275200,5.94518e+16,1.1916,1.2296,1.7740,4.29471e+15
4960,20316160,5.95719e+16,1.4265,1.2253,1.7678,4.30145e+15
4970,20357120,5.9692e+16,1.0515,1.2224,1.7635,4.30881e+15
4980,20398080,5.98121e+16,1.3912,1.2251,1.7674,4.31867e+15
4990,20439040,5.99322e+16,1.2627,1.2230,1.7644,4.32642e+15
5000,20480000,6.00523e+16,1.3760,1.2264,1.7693,4.33663e+15
5010,20520960,6.01724e+16,1.3492,1.2260,1.7688,4.34513e+15
5020,20561920,6.02925e+16,1.3179,1.2242,1.7661,4.35295e+15
5030,20602880,6.04126e+16,1.1943,1.2177,1.7567,4.35868e+15
5040,20643840,6.05327e+16,1.2812,1.2139,1.7513,4.36563e+15
5050,20684800,6.06528e+16,1.3925,1.2136,1.7509,4.37418e+15
5060,20725760,6.0773e+16,1.3409,1.2148,1.7526,4.38338e+15
5070,20766720,6.08931e+16,1.3040,1.2187,1.7581,4.39379e+15
5080,20807680,6.10132e+16,1.2841,1.2211,1.7617,4.40359e+15
5090,20848640,6.11333e+16,1.3091,1.2141,1.7516,4.40904e+15
5100,20889600,6.12534e+16,1.1284,1.2116,1.7480,4.41656e+15
5110,20930560,6.13735e+16,1.3430,1.2080,1.7427,4.42353e+15
5120,20971520,6.14936e+16,1.3532,1.2138,1.7511,4.43487e+15
5130,21012480,6.16137e+16,1.2326,1.2113,1.7475,4.44239e+15
5140,21053440,6.17338e+16,1.2792,1.2120,1.7485,4.45135e+15
5150,21094400,6.18539e+16,1.4256,1.2166,1.7552,4.46216e+15
5160,21135360,6.1974e+16,1.2993,1.2189,1.7584,4.47188e+15
5170,21176320,6.20941e+16,1.2121,1.2197,1.7597,4.48095e+15
5180,21217280,6.22142e+16,1.2053,1.2208,1.7613,4.49014e+15
5190,21258240,6.23343e+16,1.3092,1.2242,1.7661,4.50036e+15
5200,21299200,6.24544e+16,1.3096,1.2279,1.7715,4.51079e+15
5210,21340160,6.25745e+16,1.3330,1.2315,1.7767,4.52117e+15
5220,21381120,6.26946e+16,0.9781,1.2300,1.7746,4.52915e+15
5230,21422080,6.28147e+16,1.4119,1.2374,1.7852,4.54132e+15
5240,21463040,6.29348e+16,1.3538,1.2420,1.7918,4.55219e+15
5250,21504000,6.30549e+16,0.9899,1.2398,1.7887,4.55983e+15
5260,21544960,6.3175e+16,1.1248,1.2414,1.7910,4.56928e+15
5270,21585920,6.32952e+16,1.0887,1.2416,1.7913,4.57806e+15
5280,21626880,6.34153e+16,1.3112,1.2464,1.7981,4.58903e+15
5290,21667840,6.35354e+16,1.1480,1.2479,1.8004,4.59845e+15
5300,21708800,6.36555e+16,1.0488,1.2481,1.8006,4.60724e+15
5310,21749760,6.37756e+16,1.1836,1.2513,1.8052,4.61746e+15
5320,21790720,6.38957e+16,1.2214,1.2513,1.8053,4.62618e+15
5330,21831680,6.40158e+16,0.9750,1.2392,1.7878,4.62902e+15
5340,21872640,6.41359e+16,0.6584,1.2295,1.7738,4.633e+15
5350,21913600,6.4256e+16,1.2753,1.2414,1.7910,4.64745e+15
5360,21954560,6.43761e+16,1.2669,1.2413,1.7908,4.65607e+15
5370,21995520,6.44962e+16,1.1967,1.2392,1.7877,4.66374e+15
5380,22036480,6.46163e+16,1.2604,1.2390,1.7875,4.67234e+15
5390,22077440,6.47364e+16,1.3439,1.2421,1.7920,4.68254e+15
5400,22118400,6.48565e+16,1.2010,1.2417,1.7914,4.69103e+15
5410,22159360,6.49766e+16,1.3119,1.2412,1.7907,4.69947e+15
5420,22200320,6.50967e+16,1.5792,1.2443,1.7951,4.70967e+15
5430,22241280,6.52168e+16,1.2659,1.2475,1.7997,4.71993e+15
5440,22282240,6.53369e+16,1.0566,1.2431,1.7934,4.72647e+15
5450,22323200,6.5457e+16,1.2301,1.2439,1.7945,4.73553e+15
5460,22364160,6.55771e+16,1.1400,1.2381,1.7862,4.74139e+15
5470,22405120,6.56972e+16,1.3258,1.2436,1.7942,4.75279e+15
5480,22446080,6.58173e+16,1.2651,1.2411,1.7905,4.76023e+15
5490,22487040,6.59375e+16,1.2432,1.2407,1.7900,4.76872e+15
5500,22528000,6.60576e+16,1.2280,1.2377,1.7857,4.77593e+15
5510,22568960,6.61777e+16,0.9402,1.2296,1.7739,4.78054e+15
5520,22609920,6.62978e+16,1.2383,1.2280,1.7716,4.78842e+15
5530,22650880,6.64179e+16,1.3813,1.2317,1.7770,4.79896e+15
5540,22691840,6.6538e+16,0.9883,1.2259,1.7685,4.80471e+15
5550,22732800,6.66581e+16,1.1046,1.2201,1.7602,4.81049e+15
5560,22773760,6.67782e+16,1.1887,1.2171,1.7558,4.81763e+15
5570,22814720,6.68983e+16,1.2948,1.2169,1.7556,4.82621e+15
5580,22855680,6.70184e+16,1.3414,1.2180,1.7572,4.83545e+15
5590,22896640,6.71385e+16,1.4084,1.2200,1.7601,4.84512e+15
5600,22937600,6.72586e+16,1.2223,1.2219,1.7628,4.85473e+15
5610,22978560,6.73787e+16,1.1297,1.2176,1.7566,4.86124e+15
5620,23019520,6.74988e+16,1.2864,1.2163,1.7547,4.86923e+15
5630,23060480,6.76189e+16,1.2816,1.2173,1.7561,4.87839e+15
5640,23101440,6.7739e+16,1.2370,1.2164,1.7549,4.88663e+15
5650,23142400,6.78591e+16,1.0957,1.2098,1.7454,4.89193e+15
5660,23183360,6.79792e+16,1.2173,1.2082,1.7430,4.89975e+15
5670,23224320,6.80993e+16,1.2292,1.2085,1.7435,4.90859e+15
5680,23265280,6.82194e+16,0.9360,1.2031,1.7358,4.91449e+15
5690,23306240,6.83395e+16,1.1531,1.2000,1.7312,4.92155e+15
5700,23347200,6.84597e+16,0.9836,1.1935,1.7218,4.92686e+15
5710,23388160,6.85798e+16,0.9453,1.1857,1.7107,4.93153e+15
5720,23429120,6.86999e+16,1.1562,1.1893,1.7158,4.94199e+15
5730,23470080,6.882e+16,1.2192,1.1854,1.7102,4.94865e+15
5740,23511040,6.89401e+16,1.2561,1.1835,1.7074,4.95629e+15
5750,23552000,6.90602e+16,1.2194,1.1881,1.7140,4.96729e+15
5760,23592960,6.91803e+16,1.3644,1.1929,1.7210,4.9784e+15
5770,23633920,6.93004e+16,1.4231,1.1996,1.7306,4.99051e+15
5780,23674880,6.94205e+16,1.3693,1.2007,1.7323,4.99976e+15
5790,23715840,6.95406e+16,1.3940,1.2056,1.7394,5.01097e+15
5800,23756800,6.96607e+16,1.2744,1.2102,1.7459,5.02198e+15
5810,23797760,6.97808e+16,0.9904,1.2063,1.7403,5.02862e+15
5820,23838720,6.99009e+16,1.2120,1.2061,1.7400,5.03718e+15
5830,23879680,7.0021e+16,1.1890,1.2104,1.7462,5.04808e+15
5840,23920640,7.01411e+16,1.1858,1.2209,1.7614,5.06229e+15
5850,23961600,7.02612e+16,1.0614,1.2167,1.7553,5.0687e+15
5860,24002560,7.03813e+16,1.2626,1.2166,1.7551,5.07732e+15
5870,24043520,7.05014e+16,1.0391,1.2134,1.7506,5.08432e+15
5880,24084480,7.06215e+16,1.1929,1.2121,1.7486,5.09226e+15
5890,24125440,7.07416e+16,1.6829,1.2188,1.7584,5.10452e+15
5900,24166400,7.08617e+16,1.2334,1.2195,1.7594,5.11354e+15
5910,24207360,7.09818e+16,1.1334,1.2159,1.7542,5.1203e+15
5920,24248320,7.1102e+16,1.6621,1.2176,1.7566,5.12985e+15
5930,24289280,7.12221e+16,1.3772,1.2198,1.7598,5.1397e+15
5940,24330240,7.13422e+16,1.1315,1.2213,1.7620,5.14917e+15
5950,24371200,7.14623e+16,1.3268,1.2232,1.7648,5.15888e+15
5960,24412160,7.15824e+16,1.0368,1.2212,1.7618,5.16644e+15
5970,24453120,7.17025e+16,1.2434,1.2195,1.7594,5.17422e+15
5980,24494080,7.18226e+16,1.2944,1.2201,1.7602,5.18321e+15
5990,24535040,7.19427e+16,1.2763,1.2208,1.7612,5.19223e+15
6000,24576000,7.20628e+16,1.1557,1.2193,1.7591,5.20012e+15
6010,24616960,7.21829e+16,1.1299,1.2231,1.7646,5.21084e+15
6020,24657920,7.2303e+16,1.3869,1.2261,1.7689,5.22113e+15
6030,24698880,7.24231e+16,1.2667,1.2238,1.7656,5.22855e+15
6040,24739840,7.25432e+16,1.1757,1.2275,1.7710,5.23927e+15
6050,24780800,7.26633e+16,1.1812,1.2291,1.7732,5.24878e+15
6060,24821760,7.27834e+16,1.1350,1.2280,1.7716,5.25687e+15
6070,24862720,7.29035e+16,1.0587,1.2233,1.7648,5.26295e+15
6080,24903680,7.30236e+16,1.2736,1.2219,1.7629,5.27088e+15
6090,24944640,7.31437e+16,1.1426,1.2166,1.7552,5.27663e+15
6100,24985600,7.32638e+16,1.0666,1.2135,1.7507,5.28358e+15
6110,25026560,7.33839e+16,0.9600,1.2101,1.7458,5.29037e+15
6120,25067520,7.3504e+16,0.9232,1.2028,1.7353,5.29503e+15
6130,25108480,7.36242e+16,1.7284,1.2118,1.7482,5.30861e+15
6140,25149440,7.37443e+16,1.8378,1.2238,1.7656,5.32393e+15
6150,25190400,7.38644e+16,1.4569,1.2310,1.7760,5.33661e+15
6160,25231360,7.39845e+16,1.1846,1.2304,1.7750,5.34493e+15
6170,25272320,7.41046e+16,1.3771,1.2333,1.7793,5.35525e+15
6180,25313280,7.42247e+16,1.2099,1.2388,1.7872,5.367e+15
6190,25354240,7.43448e+16,1.2436,1.2406,1.7898,5.3767e+15
6200,25395200,7.44649e+16,1.1482,1.2439,1.7946,5.38724e+15
6210,25436160,7.4585e+16,1.0829,1.2467,1.7985,5.39748e+15
6220,25477120,7.47051e+16,1.0372,1.2443,1.7951,5.40482e+15
6230,25518080,7.48252e+16,1.1508,1.2429,1.7931,5.41274e+15
6240,25559040,7.49453e+16,1.2975,1.2437,1.7943,5.4219e+15
6250,25600000,7.50654e+16,1.1102,1.2415,1.7912,5.42935e+15
6260,25640960,7.51855e+16,1.2283,1.2388,1.7873,5.43649e+15
6270,25681920,7.53056e+16,1.2534,1.2354,1.7824,5.44325e+15
6280,25722880,7.54257e+16,1.0182,1.2284,1.7722,5.44794e+15
6290,25763840,7.55458e+16,1.3046,1.2266,1.7696,5.4556e+15
6300,25804800,7.56659e+16,1.2032,1.2252,1.7676,5.46346e+15
6310,25845760,7.5786e+16,1.3852,1.2331,1.7790,5.47664e+15
6320,25886720,7.59061e+16,1.2743,1.2343,1.7808,5.48603e+15
6330,25927680,7.60262e+16,1.1665,1.2339,1.7801,5.49445e+15
6340,25968640,7.61463e+16,1.2576,1.2353,1.7822,5.50396e+15
6350,26009600,7.62665e+16,0.7603,1.2293,1.7735,5.50918e+15
6360,26050560,7.63866e+16,1.2626,1.2293,1.7735,5.51786e+15
6370,26091520,7.65067e+16,1.4445,1.2374,1.7852,5.5312e+15
6380,26132480,7.66268e+16,1.2643,1.2388,1.7873,5.54071e+15
6390,26173440,7.67469e+16,1.2639,1.2305,1.7752,5.54455e+15
6400,26214400,7.6867e+16,1.1856,1.2295,1.7738,5.55267e+15
6410,26255360,7.69871e+16,1.3042,1.2329,1.7787,5.56333e+15
6420,26296320,7.71072e+16,1.3238,1.2262,1.7690,5.56808e+15
6430,26337280,7.72273e+16,1.1439,1.2215,1.7622,5.57405e+15
6440,26378240,7.73474e+16,1.1993,1.2228,1.7642,5.5835e+15
6450,26419200,7.74675e+16,1.2043,1.2204,1.7607,5.59075e+15
6460,26460160,7.75876e+16,1.2362,1.2244,1.7664,5.60174e+15
6470,26501120,7.77077e+16,1.1621,1.2228,1.7641,5.60946e+15
6480,26542080,7.78278e+16,1.2063,1.2210,1.7615,5.6171e+15
6490,26583040,7.79479e+16,1.2329,1.2201,1.7603,5.62526e+15
6500,26624000,7.8068e+16,1.1505,1.2200,1.7601,5.63387e+15
6510,26664960,7.81881e+16,1.2691,1.2228,1.7641,5.64417e+15
6520,26705920,7.83082e+16,1.1747,1.2186,1.7580,5.65034e+15
6530,26746880,7.84283e+16,1.1580,1.2164,1.7549,5.65773e+15
6540,26787840,7.85484e+16,1.2947,1.2188,1.7583,5.6678e+15
6550,26828800,7.86685e+16,1.1255,1.2177,1.7567,5.67581e+15
6560,26869760,7.87887e+16,1.4168,1.2233,1.7648,5.68781e+15
6570,26910720,7.89088e+16,1.0029,1.2222,1.7632,5.69582e+15
6580,26951680,7.90289e+16,1.1510,1.2197,1.7597,5.70303e+15
6590,26992640,7.9149e+16,1.2387,1.2216,1.7625,5.71284e+15
6600,27033600,7.92691e+16,1.2926,1.2262,1.7690,5.7242e+15
6610,27074560,7.93892e+16,1.1682,1.2303,1.7750,5.73536e+15
6620,27115520,7.95093e+16,1.4104,1.2401,1.7890,5.74988e+15
6630,27156480,7.96294e+16,2.0441,1.2464,1.7982,5.76236e+15
6640,27197440,7.97495e+16,1.1759,1.2331,1.7791,5.76309e+15
6650,27238400,7.98696e+16,1.2756,1.2295,1.7738,5.76959e+15
6660,27279360,7.99897e+16,1.1652,1.2291,1.7733,5.77803e+15
6670,27320320,8.01098e+16,1.1785,1.2252,1.7675,5.78431e+15
6680,27361280,8.02299e+16,1.0387,1.2217,1.7626,5.79092e+15
6690,27402240,8.035e+16,1.0666,1.2182,1.7575,5.79745e+15
6700,27443200,8.04701e+16,1.2669,1.2206,1.7609,5.80755e+15
6710,27484160,8.05902e+16,0.9821,1.2186,1.7580,5.815e+15
6720,27525120,8.07103e+16,1.2203,1.2222,1.7633,5.82588e+15
6730,27566080,8.08304e+16,1.2420,1.2240,1.7659,5.83566e+15
6740,27607040,8.09505e+16,1.3312,1.2247,1.7669,5.84474e+15
6750,27648000,8.10706e+16,1.3054,1.2286,1.7725,5.8558e+15
6760,27688960,8.11907e+16,1.2503,1.2291,1.7732,5.86474e+15
6770,27729920,8.13108e+16,1.1734,1.2275,1.7709,5.87244e+15
6780,27770880,8.1431e+16,1.0443,1.2280,1.7716,5.88143e+15
6790,27811840,8.15511e+16,1.2320,1.2265,1.7695,5.88922e+15
6800,27852800,8.16712e+16,1.1698,1.2259,1.7685,5.89748e+15
6810,27893760,8.17913e+16,1.2663,1.2235,1.7651,5.90469e+15
6820,27934720,8.19114e+16,1.2910,1.2238,1.7656,5.91356e+15
6830,27975680,8.20315e+16,1.3699,1.2279,1.7715,5.92475e+15
6840,28016640,8.21516e+16,1.1717,1.2262,1.7690,5.93236e+15
6850,28057600,8.22717e+16,1.2076,1.2351,1.7819,5.94657e+15
6860,28098560,8.23918e+16,1.3375,1.2366,1.7841,5.95619e+15
6870,28139520,8.25119e+16,1.2086,1.2319,1.7773,5.96193e+15
6880,28180480,8.2632e+16,1.1328,1.2293,1.7735,5.96898e+15
6890,28221440,8.27521e+16,1.1804,1.2276,1.7710,5.97661e+15
6900,28262400,8.28722e+16,1.2414,1.2287,1.7727,5.98598e+15
6910,28303360,8.29923e+16,1.2523,1.2277,1.7712,5.99401e+15
6920,28344320,8.31124e+16,1.2044,1.2253,1.7677,6.00119e+15
6930,28385280,8.32325e+16,1.4248,1.2309,1.7758,6.01338e+15
6940,28426240,8.33526e+16,1.4175,1.2353,1.7821,6.0248e+15
6950,28467200,8.34727e+16,1.1900,1.2350,1.7817,6.0333e+15
6960,28508160,8.35928e+16,1.1474,1.2332,1.7791,6.04086e+15
6970,28549120,8.37129e+16,1.2468,1.2349,1.7816,6.05061e+15
6980,28590080,8.3833e+16,1.3693,1.2382,1.7863,6.06135e+15
6990,28631040,8.39532e+16,1.3995,1.2415,1.7911,6.07215e+15
7000,28672000,8.40733e+16,1.3004,1.2445,1.7954,6.08274e+15
7010,28712960,8.41934e+16,1.2192,1.2435,1.7940,6.09079e+15
7020,28753920,8.43135e+16,1.2440,1.2449,1.7960,6.10036e+15
7030,28794880,8.44336e+16,1.1604,1.2449,1.7960,6.10908e+15
7040,28835840,8.45537e+16,1.2113,1.2433,1.7936,6.11671e+15
7050,28876800,8.46738e+16,1.3797,1.2483,1.8010,6.12865e+15
7060,28917760,8.47939e+16,1.3308,1.2466,1.7985,6.13624e+15
7070,28958720,8.4914e+16,1.2682,1.2519,1.8062,6.14834e+15
7080,28999680,8.50341e+16,1.2239,1.2534,1.8083,6.15797e+15
7090,29040640,8.51542e+16,1.0195,1.2490,1.8019,6.16385e+15
7100,29081600,8.52743e+16,1.3278,1.2497,1.8029,6.17299e+15
7110,29122560,8.53944e+16,1.2358,1.2511,1.8049,6.18256e+15
7120,29163520,8.55145e+16,1.3523,1.2499,1.8032,6.19051e+15
7130,29204480,8.56346e+16,1.1977,1.2330,1.7788,6.18826e+15
7140,29245440,8.57547e+16,0.9767,1.2290,1.7730,6.19437e+15
7150,29286400,8.58748e+16,1.1955,1.2274,1.7707,6.20201e+15
7160,29327360,8.59949e+16,1.1072,1.2262,1.7691,6.20993e+15
7170,29368320,8.6115e+16,1.2460,1.2276,1.7710,6.21948e+15
7180,29409280,8.62351e+16,1.2118,1.2310,1.7760,6.2304e+15
7190,29450240,8.63552e+16,1.0636,1.2310,1.7759,6.23904e+15
7200,29491200,8.64753e+16,1.0926,1.2275,1.7709,6.24545e+15
7210,29532160,8.65955e+16,1.3103,1.2341,1.7804,6.2584e+15
7220,29573120,8.67156e+16,1.2810,1.2353,1.7821,6.26787e+15
7230,29614080,8.68357e+16,1.2196,1.2348,1.7815,6.27626e+15
7240,29655040,8.69558e+16,1.1985,1.2322,1.7776,6.2832e+15
7250,29696000,8.70759e+16,1.2354,1.2308,1.7756,6.29096e+15
7260,29736960,8.7196e+16,1.1092,1.2279,1.7715,6.29779e+15
7270,29777920,8.73161e+16,1.4360,1.2332,1.7791,6.30992e+15
7280,29818880,8.74362e+16,1.3253,1.2388,1.7872,6.3223e+15
7290,29859840,8.75563e+16,1.3273,1.2407,1.7900,6.33224e+15
7300,29900800,8.76764e+16,1.3155,1.2436,1.7942,6.34286e+15
